Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	7	0.944	5.401	77.157%	1.508	38.936%	0.60795	0.943
TCGA_05_5715_01A	9	0.6	11.05	122.778%	2.432	81.067%	1.24306	0.535
TCGA_38_4628_01A	9	0.947	6.706	74.511%	1.71	39.23%	0.54825	0.948
TCGA_38_6178_01A	5	0.889	3.703	74.06%	1.217	45.998%	0.82746	0.884
TCGA_44_2661_01A	4	0.683	4.663	116.575%	1.468	73.4%	1.28641	0.663
TCGA_44_2665_01A	3	0.898	1.9	63.333%	0.983	43.961%	0.99911	0.896
TCGA_44_3919_01A	6	0.873	5.61	93.5%	1.358	55.44%	0.68374	0.872
TCGA_49_4501_01A	5	0.874	5.068	101.36%	1.437	54.313%	0.92045	0.872
TCGA_49_4512_01A	4	0.898	4.118	102.95%	1.278	52.174%	0.82967	0.898
TCGA_49_AAQV_01A	2	0.71	1.967	98.35%	1.053	74.458%	1.91345	0.702
TCGA_50_6591_01A	6	0.874	5.735	95.583%	1.513	53.493%	0.88906	0.87
TCGA_55_6986_01A	4	0.613	5.145	128.625%	1.582	79.1%	1.56709	0.586
TCGA_55_7816_01A	2	0.894	2.019	100.95%	0.796	56.286%	0.7841	0.897
TCGA_55_8087_01A	3	0.869	3.067	102.233%	1.008	58.197%	0.79252	0.871
TCGA_55_8619_01A	1	0.963	1.088	108.8%	0.559	55.9%	0.78536	0.969
TCGA_62_8394_01A	3	0.631	3.639	121.3%	1.375	79.386%	1.58363	0.614
TCGA_62_8397_01A	5	0.541	6.862	137.24%	1.882	84.166%	1.62143	0.498
TCGA_62_8402_01A	2	0.753	1.802	90.1%	0.971	68.66%	1.01311	0.747
TCGA_62_A46U_01A	9	0.954	5.963	66.256%	1.864	34.614%	0.68533	0.953
TCGA_62_A46Y_01A	4	0.919	3.987	99.675%	1.23	50.215%	0.75319	0.922
TCGA_67_6215_01A	1	0.789	1.488	148.8%	0.77	77.0%	1.3617	0.803
TCGA_67_6216_01A	3	0.654	4.364	145.467%	1.373	79.27%	1.43606	0.649
TCGA_71_8520_01A	9	0.945	6.612	73.467%	1.559	40.253%	0.51239	0.946
TCGA_78_7540_01A	1	0.073	1.953	195.3%	1.029	102.9%	3.74199	0.038
TCGA_86_7953_01A	6	0.719	5.674	94.567%	1.766	72.097%	1.27687	0.695
TCGA_86_8075_01A	5	0.717	5.209	104.18%	1.893	71.549%	0.94585	0.705
TCGA_86_8278_01A	2	0.244	3.626	181.3%	1.386	98.005%	2.88543	0.2
TCGA_86_8280_01A	2	0.729	2.44	122.0%	1.006	71.135%	1.36177	0.724
TCGA_86_8668_01A	2	0.662	2.982	149.1%	1.13	79.903%	1.64459	0.664
TCGA_86_8671_01A	2	0.894	2.019	100.95%	0.796	56.286%	0.7841	0.897
TCGA_86_A4P7_01A	6	0.646	6.889	114.817%	1.871	76.383%	1.23373	0.609
TCGA_91_8496_01A	7	0.865	6.192	88.457%	1.591	53.033%	0.71843	0.858
TCGA_97_8177_01A	4	0.72	4.042	101.05%	1.402	70.1%	1.15549	0.703
TCGA_97_8552_01A	98	0.998	12.659	12.917%	3.369	5.81%	0.06289	0.998
TCGA_97_A4M6_01A	3	0.895	1.932	64.4%	0.999	44.677%	1.12835	0.892
TCGA_99_8033_01A	8	0.796	8.312	103.9%	2.179	62.902%	0.93686	0.784
TCGA_J2_8192_01A	4	0.574	5.342	133.55%	1.672	83.6%	1.7536	0.546
