Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_A479_01A	9	0.988	3.46	38.444%	1.123	17.982%	0.29955	0.987
TCGA_49_AARE_01A	14	0.985	6.583	47.021%	1.657	21.044%	0.31354	0.985
TCGA_49_AARN_01A	8	0.972	4.942	61.775%	1.413	33.305%	0.37784	0.973
TCGA_49_AARO_01A	15	0.986	6.309	42.06%	1.665	17.851%	0.34343	0.986
TCGA_49_AARQ_01A	13	0.968	5.911	45.469%	1.647	25.117%	0.43069	0.966
TCGA_4B_A93V_01A	3	0.843	1.775	59.167%	0.948	54.733%	0.64457	0.837
TCGA_55_7913_01B	5	0.967	2.233	44.66%	0.884	26.654%	0.37843	0.966
TCGA_55_8508_01A	7	0.974	3.33	47.571%	1.041	28.872%	0.29853	0.974
TCGA_55_8514_01A	5	0.979	2.22	44.4%	0.666	25.172%	0.26672	0.979
TCGA_69_A59K_01A	9	0.958	4.885	54.278%	1.375	30.005%	0.47619	0.956
TCGA_86_7714_01A	1	1.0	0.226	22.6%	0.116	11.6%	0.1198	1.0
TCGA_99_8025_01A	7	0.962	3.238	46.257%	1.021	28.317%	0.31193	0.96
TCGA_99_8028_01A	7	0.996	2.387	34.1%	0.813	15.646%	0.19897	0.996
TCGA_99_AA5R_01A	2	0.687	2.5	125.0%	1.047	74.034%	1.28769	0.678
TCGA_L9_A5IP_01A	4	0.842	3.058	76.45%	1.099	54.95%	0.60841	0.833
TCGA_L9_A8F4_01A	13	0.981	5.714	43.954%	1.561	23.27%	0.31787	0.98
TCGA_NJ_A4YF_01A	9	0.934	5.521	61.344%	1.475	38.084%	0.45817	0.931
TCGA_S2_AA1A_01A	5	0.924	3.152	63.04%	1.062	40.14%	0.54599	0.921
