Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	16	0.989	6.483	40.519%	1.682	14.984%	0.38167	0.989
TCGA_38_4626_01A	3	0.634	3.513	117.1%	1.341	77.423%	1.5446	0.615
TCGA_38_4631_01A	14	0.958	9.414	67.243%	2.126	31.346%	0.66862	0.957
TCGA_38_7271_01A	1	0.039	1.979	197.9%	1.026	102.6%	4.54838	-0.009
TCGA_44_2655_01A	2	1.0	0.499	24.95%	0.255	12.75%	0.13332	1.0
TCGA_44_2657_01A	8	0.986	3.865	48.312%	1.271	20.618%	0.47044	0.986
TCGA_44_2659_01A	15	0.954	9.377	62.513%	2.392	30.626%	0.62737	0.951
TCGA_44_3396_01A	1	1.0	0.25	25.0%	0.127	12.7%	0.13332	1.0
TCGA_44_3917_01A	6	0.871	4.53	75.5%	1.393	49.25%	0.70563	0.862
TCGA_44_3918_01A	28	0.992	12.568	44.886%	2.65	13.666%	0.42836	0.991
TCGA_44_4112_01A	1	0.042	1.977	197.7%	1.025	102.5%	4.48582	-0.006
TCGA_44_5644_01A	14	0.829	14.162	101.157%	3.166	59.832%	1.00112	0.813
TCGA_44_6145_01A	7	0.968	4.289	61.271%	1.387	26.693%	0.60136	0.967
TCGA_44_6147_01A	2	1.0	0.499	24.95%	0.255	12.75%	0.13332	1.0
TCGA_44_6774_01A	6	0.838	6.708	111.8%	1.859	58.787%	1.3405	0.833
TCGA_44_6776_01A	3	1.0	0.749	24.967%	0.382	12.733%	0.13332	1.0
TCGA_44_6779_01A	2	0.707	2.017	100.85%	1.0	70.711%	1.65438	0.698
TCGA_44_7661_01A	3	0.587	3.878	129.267%	1.635	94.397%	2.36974	0.572
TCGA_44_7667_01A	10	0.832	9.546	95.46%	2.237	55.925%	1.00257	0.816
TCGA_44_7670_01A	15	0.983	9.103	60.687%	2.274	24.104%	0.45439	0.983
TCGA_44_7672_01A	3	0.598	3.658	121.933%	1.394	80.483%	1.75646	0.576
TCGA_44_8117_01A	22	0.978	12.277	55.805%	2.579	25.049%	0.41442	0.978
TCGA_44_A4SU_01A	2	0.903	1.529	76.45%	0.682	48.225%	0.58977	0.901
TCGA_49_4487_01A	6	0.972	3.355	55.917%	1.122	26.446%	0.54725	0.971
TCGA_49_4488_01A	2	0.77	2.665	133.25%	1.02	72.125%	1.25769	0.775
TCGA_49_4505_01A	2	0.708	1.993	99.65%	1.249	88.318%	2.56928	0.702
TCGA_49_4506_01A	5	0.871	5.706	114.12%	1.795	59.833%	0.95251	0.876
