Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4628_01A	1	0.968	0.767	76.7%	0.415	41.5%	0.48333	0.969
TCGA_49_AAQV_01A	1	0.227	1.786	178.6%	1.004	100.4%	2.23681	0.207
TCGA_50_6591_01A	2	0.466	2.761	138.05%	1.283	90.722%	1.28524	0.446
TCGA_62_8394_01A	1	0.968	0.767	76.7%	0.415	41.5%	0.48333	0.969
TCGA_62_8397_01A	1	0.771	1.275	127.5%	0.704	70.4%	1.01422	0.771
TCGA_86_7953_01A	1	0.968	0.767	76.7%	0.415	41.5%	0.48333	0.969
TCGA_86_8278_01A	1	0.968	0.767	76.7%	0.415	41.5%	0.48333	0.969
TCGA_86_8280_01A	1	0.173	1.837	183.7%	1.029	102.9%	2.50714	0.151
TCGA_97_8552_01A	1	0.248	1.767	176.7%	0.994	99.4%	2.14799	0.229
TCGA_99_8033_01A	5	0.886	3.599	71.98%	1.73	52.161%	0.47797	0.885
