Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.149	3.77	188.5%	1.438	101.682%	3.14103	0.096
TCGA_44_A479_01A	14	0.868	13.013	92.95%	2.907	53.074%	0.70366	0.86
TCGA_49_4510_01A	4	0.414	5.997	149.925%	2.231	91.08%	2.24809	0.379
TCGA_49_AARE_01A	63	0.942	30.534	48.467%	6.398	34.053%	0.32292	0.934
TCGA_49_AARN_01A	25	0.938	14.761	59.044%	3.169	36.592%	0.41763	0.932
TCGA_49_AARO_01A	8	0.838	6.628	82.85%	1.725	54.549%	0.71035	0.823
TCGA_49_AARQ_01A	12	0.92	8.926	74.383%	1.977	40.355%	0.60112	0.914
TCGA_4B_A93V_01A	8	0.858	6.877	85.962%	1.879	54.242%	0.61645	0.851
TCGA_50_8457_01A	7	0.649	9.517	135.957%	2.282	76.067%	1.6079	0.617
TCGA_55_7910_01A	9	0.766	8.36	92.889%	2.321	64.373%	0.88227	0.743
TCGA_55_7913_01B	14	0.876	10.611	75.793%	2.526	49.539%	0.63135	0.864
TCGA_55_8508_01A	15	0.917	12.051	80.34%	2.851	42.5%	0.6896	0.913
TCGA_55_8514_01A	15	0.916	10.334	68.893%	2.265	40.681%	0.58763	0.908
TCGA_69_8253_01A	3	0.476	4.651	155.033%	1.523	87.93%	2.7437	0.445
TCGA_69_A59K_01A	19	0.901	13.433	70.7%	2.914	43.439%	0.68044	0.89
TCGA_86_7714_01A	9	0.753	10.949	121.656%	2.79	67.667%	1.07699	0.739
TCGA_99_8025_01A	12	0.898	11.802	98.35%	2.907	49.855%	0.90421	0.897
TCGA_99_8028_01A	12	0.782	12.309	102.575%	3.079	62.85%	0.93127	0.763
TCGA_99_AA5R_01A	2	0.884	2.354	117.7%	0.887	62.72%	0.89007	0.894
TCGA_L9_A5IP_01A	14	0.941	10.033	71.664%	2.162	36.033%	0.56415	0.937
TCGA_L9_A8F4_01A	32	0.787	26.342	82.319%	6.504	67.809%	0.62011	0.757
TCGA_NJ_A4YF_01A	21	0.919	18.847	89.748%	5.391	49.009%	0.61626	0.921
TCGA_S2_AA1A_01A	2	0.209	3.586	179.3%	1.442	101.965%	2.74633	0.17
