Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4628_01A	1	1.0	0.015	1.5%	0.008	0.8%	0.00753	1.0
TCGA_49_AAQV_01A	1	0.977	0.564	56.4%	0.322	32.2%	0.33107	0.978
TCGA_50_6591_01A	2	0.97	0.576	28.8%	0.346	24.466%	0.08611	0.969
TCGA_62_8394_01A	1	1.0	0.015	1.5%	0.008	0.8%	0.00753	1.0
TCGA_62_8397_01A	1	1.0	0.03	3.0%	0.018	1.8%	0.01511	1.0
TCGA_86_7953_01A	1	1.0	0.015	1.5%	0.008	0.8%	0.00753	1.0
TCGA_86_8278_01A	1	1.0	0.015	1.5%	0.008	0.8%	0.00753	1.0
TCGA_86_8280_01A	1	0.993	0.408	40.8%	0.225	22.5%	0.22833	0.993
TCGA_97_8552_01A	1	0.996	0.279	27.9%	0.158	15.8%	0.1505	0.996
TCGA_99_8033_01A	5	0.98	1.488	29.76%	0.778	23.458%	0.13189	0.98
