Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.568	2.906	145.3%	1.17	82.731%	1.69579	0.554
TCGA_44_A479_01A	14	0.957	8.695	62.107%	1.886	34.433%	0.40659	0.956
TCGA_49_4510_01A	4	0.577	5.507	137.675%	2.016	82.303%	1.35399	0.559
TCGA_49_AARE_01A	63	0.98	18.209	28.903%	3.736	19.885%	0.13853	0.977
TCGA_49_AARN_01A	25	0.979	9.065	36.26%	1.846	21.316%	0.24449	0.977
TCGA_49_AARO_01A	8	0.909	5.518	68.975%	1.44	45.537%	0.48185	0.905
TCGA_49_AARQ_01A	12	0.935	7.04	58.667%	1.748	35.681%	0.50989	0.93
TCGA_4B_A93V_01A	8	0.924	4.609	57.612%	1.431	41.309%	0.4051	0.92
TCGA_50_8457_01A	7	0.766	7.611	108.729%	2.031	67.7%	1.05092	0.749
TCGA_55_7910_01A	9	0.905	6.451	71.678%	1.62	44.931%	0.52181	0.898
TCGA_55_7913_01B	14	0.913	9.144	65.314%	2.127	41.714%	0.51011	0.904
TCGA_55_8508_01A	15	0.959	9.115	60.767%	2.0	29.814%	0.47836	0.956
TCGA_55_8514_01A	15	0.928	8.895	59.3%	2.103	37.771%	0.56298	0.921
TCGA_69_8253_01A	3	0.59	3.855	128.5%	1.478	85.332%	2.09952	0.573
TCGA_69_A59K_01A	19	0.914	12.442	65.484%	2.756	41.084%	0.59861	0.904
TCGA_86_7714_01A	9	0.904	6.647	73.856%	1.98	48.022%	0.56806	0.901
TCGA_99_8025_01A	12	0.958	7.732	64.433%	1.805	30.955%	0.53087	0.956
TCGA_99_8028_01A	12	0.886	9.142	76.183%	2.35	47.969%	0.61655	0.878
TCGA_99_AA5R_01A	2	0.959	1.542	77.1%	0.602	42.568%	0.50799	0.962
TCGA_L9_A5IP_01A	14	0.952	8.713	62.236%	1.908	31.8%	0.47677	0.949
TCGA_L9_A8F4_01A	32	0.997	4.144	12.95%	0.909	9.477%	0.0545	0.997
TCGA_NJ_A4YF_01A	21	0.987	8.217	39.129%	2.067	18.791%	0.26089	0.986
TCGA_S2_AA1A_01A	2	0.628	2.726	136.3%	1.114	78.772%	1.82055	0.617
