Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4628_01A	1	1.0	0.037	3.7%	0.02	2.0%	0.01861	1.0
TCGA_49_AAQV_01A	1	0.988	0.508	50.8%	0.279	27.9%	0.29277	0.989
TCGA_50_6591_01A	2	0.972	0.587	29.35%	0.333	23.547%	0.10688	0.971
TCGA_62_8394_01A	1	1.0	0.037	3.7%	0.02	2.0%	0.01861	1.0
TCGA_62_8397_01A	1	0.998	0.118	11.8%	0.079	7.9%	0.06092	0.998
TCGA_86_7953_01A	1	1.0	0.037	3.7%	0.02	2.0%	0.01861	1.0
TCGA_86_8278_01A	1	1.0	0.037	3.7%	0.02	2.0%	0.01861	1.0
TCGA_86_8280_01A	1	0.991	0.418	41.8%	0.234	23.4%	0.23471	0.992
TCGA_97_8552_01A	1	0.958	0.779	77.9%	0.43	43.0%	0.49324	0.959
TCGA_99_8033_01A	5	0.991	0.88	17.6%	0.475	14.322%	0.09788	0.991
