Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	132	0.956	59.107	44.778%	10.738	31.366%	0.21814	0.949
TCGA_05_5715_01A	129	0.978	49.882	38.668%	7.882	22.65%	0.19097	0.976
TCGA_38_4628_01A	138	0.862	78.26	56.71%	11.414	50.741%	0.32399	0.759
TCGA_38_6178_01A	61	0.794	48.729	79.884%	6.693	60.845%	0.60122	0.675
TCGA_44_2661_01A	45	0.701	46.83	104.067%	6.502	71.369%	0.8729	0.567
TCGA_44_2665_01A	40	0.692	44.164	110.41%	6.771	72.179%	0.9985	0.598
TCGA_44_3919_01A	48	0.712	45.704	95.217%	6.677	71.177%	0.72493	0.578
TCGA_49_4501_01A	61	0.84	53.017	86.913%	7.936	55.159%	0.63005	0.803
TCGA_49_4512_01A	45	0.75	42.493	94.429%	6.446	66.135%	0.7861	0.662
TCGA_49_AAQV_01A	69	0.853	53.472	77.496%	8.337	52.208%	0.55909	0.814
TCGA_50_6591_01A	57	0.779	48.559	85.191%	6.936	63.055%	0.63717	0.678
TCGA_55_6986_01A	25	0.591	31.779	127.116%	5.313	81.022%	1.15683	0.492
TCGA_55_7816_01A	2	0.252	3.785	189.25%	1.37	96.874%	3.05484	0.212
TCGA_55_8087_01A	32	0.82	30.309	94.716%	4.789	58.949%	0.80592	0.788
TCGA_55_8619_01A	25	0.791	29.539	118.156%	5.598	66.436%	1.04038	0.79
TCGA_62_8394_01A	161	0.857	102.069	63.397%	14.144	51.75%	0.39207	0.767
TCGA_62_8397_01A	30	0.766	29.379	97.93%	4.266	64.312%	0.91303	0.689
TCGA_62_8402_01A	67	0.822	52.828	78.848%	7.576	56.945%	0.5776	0.748
TCGA_62_A46U_01A	52	0.813	46.215	88.875%	6.424	58.16%	0.72051	0.748
TCGA_62_A46Y_01A	39	0.679	41.298	105.892%	6.543	73.615%	0.95329	0.573
TCGA_67_6215_01A	119	0.902	63.404	53.281%	16.293	51.395%	0.27193	0.915
TCGA_67_6216_01A	34	0.75	34.515	101.515%	4.952	66.174%	0.93058	0.666
TCGA_71_8520_01A	95	0.844	69.901	73.58%	9.621	53.867%	0.53183	0.771
TCGA_78_7540_01A	33	0.831	34.54	104.667%	5.757	59.697%	0.84245	0.821
TCGA_86_7953_01A	55	0.722	51.008	92.742%	7.122	69.504%	0.7988	0.566
TCGA_86_8075_01A	48	0.778	48.61	101.271%	7.164	63.321%	0.79846	0.721
TCGA_86_8278_01A	123	0.968	49.039	39.869%	11.756	28.639%	0.19547	0.966
TCGA_86_8280_01A	49	0.733	45.677	93.218%	7.37	68.136%	0.70119	0.642
TCGA_86_8668_01A	41	0.688	45.941	112.051%	6.78	72.689%	1.02021	0.585
TCGA_86_8671_01A	36	0.746	34.988	97.189%	4.922	66.98%	0.83453	0.643
TCGA_86_A4P7_01A	69	0.878	47.356	68.632%	7.19	48.148%	0.47508	0.841
TCGA_91_8496_01A	38	0.691	41.036	107.989%	6.397	72.432%	0.92521	0.597
TCGA_97_8177_01A	42	0.711	43.417	103.374%	6.6	70.356%	0.87941	0.612
TCGA_97_8552_01A	51	0.63	55.883	109.575%	8.168	81.275%	0.93669	0.468
TCGA_97_A4M6_01A	38	0.683	40.661	107.003%	6.308	73.329%	0.96033	0.579
TCGA_99_8033_01A	190	0.9	82.93	43.647%	12.987	43.68%	0.19945	0.817
TCGA_J2_8192_01A	79	0.842	56.31	71.278%	7.956	54.009%	0.50323	0.764
