Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	7	0.813	8.225	117.5%	2.494	64.395%	1.02102	0.812
TCGA_05_5715_01A	9	0.684	9.515	105.722%	2.221	74.033%	0.92892	0.638
TCGA_38_4628_01A	9	0.88	8.136	90.4%	2.19	50.242%	0.71317	0.874
TCGA_38_6178_01A	5	0.867	4.576	91.52%	1.357	51.29%	0.95439	0.862
TCGA_44_2661_01A	4	0.555	5.316	132.9%	1.716	85.8%	1.6527	0.526
TCGA_44_2665_01A	3	0.877	3.14	104.667%	1.206	53.934%	1.06904	0.876
TCGA_44_3919_01A	6	0.81	5.824	97.067%	1.498	61.156%	0.77479	0.798
TCGA_49_4501_01A	5	0.741	5.703	114.06%	1.819	68.752%	1.8362	0.728
TCGA_49_4512_01A	4	0.804	5.298	132.45%	1.707	69.688%	1.09739	0.813
TCGA_49_AAQV_01A	2	0.694	2.152	107.6%	1.019	72.054%	1.80013	0.685
TCGA_50_6591_01A	6	0.81	5.435	90.583%	1.658	58.619%	1.09515	0.798
TCGA_55_6986_01A	4	0.632	5.27	131.75%	1.561	78.05%	1.53714	0.609
TCGA_55_7816_01A	2	0.819	1.544	77.2%	0.814	57.558%	0.65993	0.814
TCGA_55_8087_01A	3	0.572	4.527	150.9%	1.442	83.254%	1.40752	0.555
TCGA_55_8619_01A	1	0.718	1.612	161.2%	0.828	82.8%	1.63983	0.742
TCGA_62_8394_01A	3	0.529	4.441	148.033%	1.472	84.986%	1.8258	0.503
TCGA_62_8397_01A	5	0.537	6.893	137.86%	1.889	84.479%	1.62019	0.493
TCGA_62_8402_01A	2	0.737	2.039	101.95%	0.962	68.024%	1.27505	0.729
TCGA_62_A46U_01A	9	0.94	6.926	76.956%	1.973	36.638%	0.77577	0.939
TCGA_62_A46Y_01A	4	0.883	4.726	118.15%	1.543	62.993%	0.89646	0.897
TCGA_67_6215_01A	1	0.4	1.773	177.3%	0.924	92.4%	2.17512	0.39
TCGA_67_6216_01A	3	0.37	5.048	168.267%	1.612	93.069%	2.02128	0.325
TCGA_71_8520_01A	9	0.912	7.961	88.456%	1.892	48.851%	0.64321	0.913
TCGA_78_7540_01A	1	0.046	1.975	197.5%	1.024	102.4%	4.37838	0.002
TCGA_86_7953_01A	6	0.684	6.75	112.5%	1.789	73.036%	1.32046	0.654
TCGA_86_8075_01A	5	0.733	5.837	116.74%	1.92	72.569%	1.04343	0.729
TCGA_86_8278_01A	2	0.193	3.705	185.25%	1.413	99.914%	3.09676	0.144
TCGA_86_8280_01A	2	0.691	2.16	108.0%	1.023	72.337%	1.86379	0.682
TCGA_86_8668_01A	2	0.223	3.659	182.95%	1.397	98.783%	2.67025	0.178
TCGA_86_8671_01A	2	0.819	1.544	77.2%	0.814	57.558%	0.65993	0.814
TCGA_86_A4P7_01A	6	0.553	7.936	132.267%	2.058	84.017%	1.37501	0.505
TCGA_91_8496_01A	7	0.767	7.69	109.857%	1.932	64.4%	1.01641	0.748
TCGA_97_8177_01A	4	0.674	4.63	115.75%	1.481	74.05%	1.48881	0.653
TCGA_97_8552_01A	98	0.999	8.749	8.928%	2.719	4.689%	0.02565	0.999
TCGA_97_A4M6_01A	3	0.867	3.203	106.767%	1.232	55.097%	1.21285	0.866
TCGA_99_8033_01A	8	0.615	10.041	125.512%	2.735	78.953%	1.42908	0.58
TCGA_J2_8192_01A	4	0.544	5.474	136.85%	1.856	92.8%	1.89955	0.52
