Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	7	0.954	4.478	63.971%	1.29	33.308%	0.51073	0.953
TCGA_05_5715_01A	9	0.742	8.541	94.9%	2.013	67.1%	0.86239	0.704
TCGA_38_4628_01A	9	0.949	6.327	70.3%	1.615	37.051%	0.558	0.948
TCGA_38_6178_01A	5	0.908	3.768	75.36%	1.205	45.545%	0.80865	0.906
TCGA_44_2661_01A	4	0.585	5.065	126.625%	1.69	84.5%	1.65485	0.56
TCGA_44_2665_01A	3	0.948	2.516	83.867%	0.943	42.172%	0.61944	0.948
TCGA_44_3919_01A	6	0.829	5.339	88.983%	1.423	58.094%	0.74906	0.818
TCGA_49_4501_01A	5	0.899	4.142	82.84%	1.268	47.926%	0.75769	0.896
TCGA_49_4512_01A	4	0.895	4.703	117.575%	1.487	60.707%	0.89808	0.907
TCGA_49_AAQV_01A	2	0.713	1.961	98.05%	1.08	76.368%	1.78988	0.707
TCGA_50_6591_01A	6	0.922	4.518	75.3%	1.236	43.699%	0.65212	0.92
TCGA_55_6986_01A	4	0.698	4.602	115.05%	1.443	72.15%	1.3293	0.68
TCGA_55_7816_01A	2	0.92	1.742	87.1%	0.703	49.71%	0.63011	0.922
TCGA_55_8087_01A	3	0.867	3.406	113.533%	1.073	61.95%	0.8743	0.876
TCGA_55_8619_01A	1	0.969	1.087	108.7%	0.556	55.6%	0.78413	0.977
TCGA_62_8394_01A	3	0.644	3.558	118.6%	1.394	80.483%	1.48157	0.629
TCGA_62_8397_01A	5	0.755	5.611	112.22%	1.517	67.842%	1.09517	0.741
TCGA_62_8402_01A	2	0.811	2.111	105.55%	0.889	62.862%	0.95943	0.808
TCGA_62_A46U_01A	9	0.96	5.421	60.233%	1.697	31.512%	0.62343	0.959
TCGA_62_A46Y_01A	4	0.947	3.762	94.05%	1.241	50.664%	0.64857	0.955
TCGA_67_6215_01A	1	0.474	1.666	166.6%	0.889	88.9%	1.78958	0.466
TCGA_67_6216_01A	3	0.627	4.329	144.3%	1.386	80.021%	1.40729	0.615
TCGA_71_8520_01A	9	0.955	5.772	64.133%	1.392	35.941%	0.45631	0.954
TCGA_78_7540_01A	1	0.07	1.961	196.1%	1.019	101.9%	3.93192	0.03
TCGA_86_7953_01A	6	0.727	5.759	95.983%	1.739	70.994%	1.14538	0.703
TCGA_86_8075_01A	5	0.803	5.683	113.66%	1.798	67.958%	0.9193	0.809
TCGA_86_8278_01A	2	0.361	3.429	171.45%	1.32	93.338%	2.49978	0.33
TCGA_86_8280_01A	2	0.772	2.289	114.45%	0.95	67.175%	1.16297	0.768
TCGA_86_8668_01A	2	0.633	2.926	146.3%	1.134	80.186%	1.54871	0.627
TCGA_86_8671_01A	2	0.92	1.742	87.1%	0.703	49.71%	0.63011	0.922
TCGA_86_A4P7_01A	6	0.598	7.689	128.15%	1.986	81.078%	1.34456	0.557
TCGA_91_8496_01A	7	0.784	8.194	117.057%	2.004	66.8%	0.97073	0.779
TCGA_97_8177_01A	4	0.729	3.992	99.8%	1.37	68.5%	1.25312	0.713
TCGA_97_8552_01A	98	0.997	15.58	15.898%	4.229	7.294%	0.07935	0.997
TCGA_97_A4M6_01A	3	0.904	1.867	62.233%	0.965	43.156%	0.85692	0.902
TCGA_99_8033_01A	8	0.787	8.047	100.588%	2.167	62.556%	0.92257	0.772
TCGA_J2_8192_01A	4	0.607	4.987	124.675%	1.59	79.5%	1.46137	0.58
