Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	132	0.955	59.837	45.331%	10.845	31.679%	0.2242	0.948
TCGA_05_5715_01A	129	0.979	47.519	36.836%	7.602	21.845%	0.17994	0.976
TCGA_38_4628_01A	138	0.854	79.964	57.945%	11.719	52.097%	0.3278	0.744
TCGA_38_6178_01A	61	0.798	48.404	79.351%	6.627	60.245%	0.6074	0.683
TCGA_44_2661_01A	45	0.701	46.799	103.998%	6.503	71.38%	0.86022	0.567
TCGA_44_2665_01A	40	0.689	44.627	111.568%	6.806	72.552%	1.03835	0.593
TCGA_44_3919_01A	48	0.716	45.658	95.121%	6.603	70.388%	0.71981	0.582
TCGA_49_4501_01A	61	0.815	55.443	90.89%	8.463	58.822%	0.67479	0.77
TCGA_49_4512_01A	45	0.774	40.815	90.7%	6.177	63.375%	0.73655	0.696
TCGA_49_AAQV_01A	69	0.871	51.412	74.51%	7.914	49.559%	0.50759	0.839
TCGA_50_6591_01A	57	0.792	47.644	83.586%	6.74	61.273%	0.60644	0.696
TCGA_55_6986_01A	25	0.581	32.16	128.64%	5.349	81.571%	1.17187	0.472
TCGA_55_7816_01A	2	0.283	3.699	184.95%	1.357	95.954%	2.88115	0.246
TCGA_55_8087_01A	32	0.817	30.242	94.506%	4.764	58.641%	0.77388	0.782
TCGA_55_8619_01A	25	0.815	28.765	115.06%	5.346	63.445%	1.03172	0.813
TCGA_62_8394_01A	161	0.859	103.914	64.543%	14.085	51.534%	0.39034	0.769
TCGA_62_8397_01A	30	0.757	30.346	101.153%	4.338	65.398%	0.92976	0.676
TCGA_62_8402_01A	67	0.829	52.45	78.284%	7.45	55.998%	0.56156	0.758
TCGA_62_A46U_01A	52	0.791	47.234	90.835%	6.761	61.211%	0.74443	0.716
TCGA_62_A46Y_01A	39	0.693	40.304	103.344%	6.413	72.152%	0.93608	0.591
TCGA_67_6215_01A	119	0.961	45.712	38.413%	11.825	37.301%	0.16867	0.97
TCGA_67_6216_01A	34	0.755	33.971	99.915%	4.906	65.559%	0.88183	0.673
TCGA_71_8520_01A	95	0.832	73.765	77.647%	9.898	55.418%	0.56182	0.751
TCGA_78_7540_01A	33	0.852	31.968	96.873%	5.433	56.338%	0.76023	0.842
TCGA_86_7953_01A	55	0.752	47.912	87.113%	6.765	66.02%	0.72405	0.616
TCGA_86_8075_01A	48	0.813	45.588	94.975%	6.615	58.469%	0.73774	0.764
TCGA_86_8278_01A	123	0.972	46.152	37.522%	10.781	26.264%	0.18215	0.971
TCGA_86_8280_01A	49	0.791	43.894	89.58%	6.723	62.154%	0.64192	0.732
TCGA_86_8668_01A	41	0.726	43.953	107.202%	6.428	68.915%	0.97109	0.64
TCGA_86_8671_01A	36	0.752	34.381	95.503%	4.842	65.891%	0.82561	0.649
TCGA_86_A4P7_01A	69	0.876	46.632	67.583%	7.215	48.315%	0.47013	0.838
TCGA_91_8496_01A	38	0.714	38.644	101.695%	6.182	69.997%	0.88063	0.627
TCGA_97_8177_01A	42	0.725	43.458	103.471%	6.488	69.162%	0.86819	0.636
TCGA_97_8552_01A	51	0.669	53.656	105.208%	7.534	74.966%	0.902	0.505
TCGA_97_A4M6_01A	38	0.707	39.163	103.061%	6.125	71.202%	0.87637	0.617
TCGA_99_8033_01A	190	0.948	63.324	33.328%	9.616	32.342%	0.13334	0.91
TCGA_J2_8192_01A	79	0.852	54.2	68.608%	7.71	52.339%	0.45663	0.781
