Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.624	2.788	139.4%	1.122	79.337%	1.62075	0.613
TCGA_44_A479_01A	14	0.937	9.864	70.457%	2.14	39.071%	0.50156	0.934
TCGA_49_4510_01A	4	0.551	5.112	127.8%	2.045	83.487%	1.43618	0.53
TCGA_49_AARE_01A	63	0.979	17.288	27.441%	3.857	20.529%	0.11649	0.975
TCGA_49_AARN_01A	25	0.974	10.609	42.436%	2.132	24.618%	0.28224	0.972
TCGA_49_AARO_01A	8	0.926	5.176	64.7%	1.298	41.046%	0.45103	0.922
TCGA_49_AARQ_01A	12	0.943	7.339	61.158%	1.729	35.293%	0.49489	0.939
TCGA_4B_A93V_01A	8	0.913	4.999	62.488%	1.535	44.312%	0.47186	0.909
TCGA_50_8457_01A	7	0.795	6.656	95.086%	1.824	60.8%	0.92366	0.779
TCGA_55_7910_01A	9	0.928	6.363	70.7%	1.503	41.686%	0.48346	0.926
TCGA_55_7913_01B	14	0.92	9.031	64.507%	2.118	41.537%	0.52426	0.914
TCGA_55_8508_01A	15	0.955	9.381	62.54%	2.083	31.052%	0.49737	0.953
TCGA_55_8514_01A	15	0.921	9.516	63.44%	2.205	39.603%	0.5599	0.914
TCGA_69_8253_01A	3	0.593	3.836	127.867%	1.473	85.044%	2.04663	0.576
TCGA_69_A59K_01A	19	0.934	11.528	60.674%	2.451	36.537%	0.47557	0.927
TCGA_86_7714_01A	9	0.885	6.912	76.8%	2.004	48.604%	0.60736	0.879
TCGA_99_8025_01A	12	0.958	7.446	62.05%	1.744	29.909%	0.51455	0.956
TCGA_99_8028_01A	12	0.917	8.896	74.133%	2.139	43.662%	0.54434	0.913
TCGA_99_AA5R_01A	2	0.96	1.468	73.4%	0.581	41.083%	0.47965	0.962
TCGA_L9_A5IP_01A	14	0.95	8.561	61.15%	1.904	31.733%	0.49993	0.946
TCGA_L9_A8F4_01A	32	0.997	4.168	13.025%	0.849	8.851%	0.06285	0.997
TCGA_NJ_A4YF_01A	21	0.985	8.075	38.452%	2.117	19.245%	0.2646	0.984
TCGA_S2_AA1A_01A	2	0.689	2.636	131.8%	1.061	75.024%	1.55967	0.683
