Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	41	0.488	52.131	127.149%	8.547	87.69%	1.28288	0.279
TCGA_44_A479_01A	346	0.96	120.53	34.835%	16.94	28.132%	0.16032	0.94
TCGA_49_4510_01A	54	0.616	54.691	101.28%	7.618	81.208%	0.94319	0.341
TCGA_49_AARE_01A	1398	0.984	259.982	18.597%	41.015	18.319%	0.03682	0.973
TCGA_49_AARN_01A	920	1.0	25.989	2.825%	3.956	2.547%	0.00081	1.0
TCGA_49_AARO_01A	666	0.976	170.718	25.633%	26.056	21.926%	0.07345	0.965
TCGA_49_AARQ_01A	823	0.983	171.423	20.829%	24.887	18.602%	0.05434	0.972
TCGA_4B_A93V_01A	158	0.916	69.052	43.704%	9.674	40.031%	0.22455	0.843
TCGA_50_8457_01A	65	0.794	48.907	75.242%	6.647	60.933%	0.5069	0.644
TCGA_55_7910_01A	329	0.957	109.316	33.227%	14.59	29.024%	0.1296	0.922
TCGA_55_7913_01B	393	0.956	132.112	33.616%	17.236	29.205%	0.11837	0.918
TCGA_55_8508_01A	206	0.91	93.533	45.404%	13.249	41.648%	0.20548	0.835
TCGA_55_8514_01A	322	0.931	133.06	41.323%	19.653	36.749%	0.19776	0.888
TCGA_69_8253_01A	179	0.897	91.47	51.101%	12.755	44.407%	0.28131	0.823
TCGA_69_A59K_01A	572	0.97	169.459	29.626%	24.115	24.739%	0.0891	0.954
TCGA_86_7714_01A	85	0.777	62.231	73.213%	8.863	63.146%	0.45467	0.601
TCGA_99_8025_01A	555	0.983	105.011	18.921%	16.962	18.751%	0.04444	0.974
TCGA_99_8028_01A	513	0.977	128.242	24.998%	18.849	21.79%	0.06608	0.964
TCGA_99_AA5R_01A	56	0.809	44.802	80.004%	6.009	60.09%	0.6637	0.707
TCGA_L9_A5IP_01A	323	0.956	112.923	34.961%	15.553	29.324%	0.17526	0.927
TCGA_L9_A8F4_01A	915	0.97	235.875	25.779%	33.141	24.552%	0.06548	0.943
TCGA_NJ_A4YF_01A	718	0.984	152.957	21.303%	21.54	17.981%	0.04931	0.974
TCGA_S2_AA1A_01A	140	0.892	80.608	57.577%	12.077	46.11%	0.35823	0.847
