Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.14	3.768	188.4%	1.454	102.813%	3.04481	0.089
TCGA_44_A479_01A	14	0.829	12.17	86.929%	3.089	56.397%	0.70746	0.814
TCGA_49_4510_01A	4	0.16	7.157	178.925%	2.542	103.777%	3.14694	0.102
TCGA_49_AARE_01A	63	0.945	30.642	48.638%	6.208	33.042%	0.30293	0.936
TCGA_49_AARN_01A	25	0.915	16.329	65.316%	3.546	40.946%	0.43587	0.905
TCGA_49_AARO_01A	8	0.726	8.544	106.8%	2.176	68.811%	0.8093	0.698
TCGA_49_AARQ_01A	12	0.839	10.785	89.875%	2.729	55.705%	0.74295	0.827
TCGA_4B_A93V_01A	8	0.728	8.506	106.325%	2.383	68.791%	0.81745	0.705
TCGA_50_8457_01A	7	0.261	12.025	171.786%	3.163	105.433%	2.4505	0.185
TCGA_55_7910_01A	9	0.727	8.81	97.889%	2.474	68.616%	0.99588	0.701
TCGA_55_7913_01B	14	0.796	12.556	89.686%	3.085	60.502%	0.74346	0.773
TCGA_55_8508_01A	15	0.844	14.815	98.767%	3.81	56.796%	0.8239	0.837
TCGA_55_8514_01A	15	0.907	11.117	74.113%	2.435	43.734%	0.63074	0.898
TCGA_69_8253_01A	3	0.194	5.409	180.3%	1.785	103.057%	3.33994	0.135
TCGA_69_A59K_01A	19	0.824	16.2	85.263%	3.799	56.632%	0.80733	0.803
TCGA_86_7714_01A	9	0.328	14.39	159.889%	4.104	99.537%	1.7313	0.265
TCGA_99_8025_01A	12	0.803	13.944	116.2%	3.661	62.786%	1.10178	0.796
TCGA_99_8028_01A	12	0.696	13.524	112.7%	3.519	71.831%	1.0763	0.667
TCGA_99_AA5R_01A	2	0.802	2.666	133.3%	1.006	71.135%	1.14615	0.812
TCGA_L9_A5IP_01A	14	0.787	15.233	108.807%	3.754	62.567%	0.93891	0.77
TCGA_L9_A8F4_01A	32	0.732	28.444	88.888%	6.962	72.584%	0.7865	0.689
TCGA_NJ_A4YF_01A	21	0.813	22.535	107.31%	6.98	63.455%	0.88249	0.81
TCGA_S2_AA1A_01A	2	0.18	3.7	185.0%	1.43	101.116%	2.89018	0.133
