Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	41	0.583	48.689	118.754%	7.921	81.268%	1.09613	0.439
TCGA_44_A479_01A	346	0.963	119.262	34.469%	16.406	27.245%	0.15516	0.943
TCGA_49_4510_01A	54	0.613	54.695	101.287%	7.666	81.72%	0.96381	0.34
TCGA_49_AARE_01A	1398	0.984	251.604	17.997%	40.501	18.09%	0.0344	0.973
TCGA_49_AARN_01A	920	1.0	23.346	2.538%	3.432	2.21%	0.0007	1.0
TCGA_49_AARO_01A	666	0.978	160.544	24.106%	24.814	20.881%	0.06442	0.968
TCGA_49_AARQ_01A	823	0.981	178.393	21.676%	26.419	19.747%	0.05746	0.969
TCGA_4B_A93V_01A	158	0.92	69.513	43.996%	9.453	39.117%	0.22339	0.851
TCGA_50_8457_01A	65	0.806	47.893	73.682%	6.453	59.155%	0.49534	0.667
TCGA_55_7910_01A	329	0.959	107.508	32.677%	14.308	28.463%	0.12304	0.926
TCGA_55_7913_01B	393	0.956	132.417	33.694%	17.227	29.19%	0.11809	0.917
TCGA_55_8508_01A	206	0.915	92.241	44.777%	12.932	40.651%	0.1943	0.849
TCGA_55_8514_01A	322	0.938	123.85	38.463%	18.617	34.812%	0.16565	0.899
TCGA_69_8253_01A	179	0.901	89.216	49.841%	12.572	43.77%	0.27837	0.832
TCGA_69_A59K_01A	572	0.968	171.526	29.987%	25.051	25.699%	0.08929	0.952
TCGA_86_7714_01A	85	0.803	57.196	67.289%	8.362	59.577%	0.42717	0.653
TCGA_99_8025_01A	555	0.99	82.052	14.784%	12.698	14.037%	0.02824	0.985
TCGA_99_8028_01A	513	0.977	129.639	25.271%	18.712	21.631%	0.06697	0.963
TCGA_99_AA5R_01A	56	0.813	44.867	80.12%	5.874	58.74%	0.66264	0.71
TCGA_L9_A5IP_01A	323	0.96	109.797	33.993%	14.817	27.937%	0.14895	0.934
TCGA_L9_A8F4_01A	915	0.982	180.987	19.78%	25.724	19.057%	0.04052	0.966
TCGA_NJ_A4YF_01A	718	0.982	161.516	22.495%	22.87	19.092%	0.0562	0.971
TCGA_S2_AA1A_01A	140	0.893	79.163	56.545%	11.937	45.576%	0.35276	0.847
