Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	7	0.892	7.488	106.971%	2.124	54.841%	0.87752	0.894
TCGA_05_5715_01A	9	0.657	9.682	107.578%	2.268	75.6%	1.08447	0.603
TCGA_38_4628_01A	9	0.9	9.076	100.844%	2.329	53.431%	0.74256	0.904
TCGA_38_6178_01A	5	0.872	4.825	96.5%	1.384	52.31%	1.01163	0.867
TCGA_44_2661_01A	4	0.582	5.216	130.4%	1.627	81.35%	1.67458	0.553
TCGA_44_2665_01A	3	0.886	2.806	93.533%	1.109	49.596%	1.22919	0.884
TCGA_44_3919_01A	6	0.854	5.431	90.517%	1.377	56.216%	0.71038	0.848
TCGA_49_4501_01A	5	0.769	5.567	111.34%	1.799	67.996%	1.49416	0.759
TCGA_49_4512_01A	4	0.916	4.513	112.825%	1.408	57.481%	0.84949	0.927
TCGA_49_AAQV_01A	2	0.708	1.947	97.35%	1.0	70.711%	1.80143	0.7
TCGA_50_6591_01A	6	0.821	5.24	87.333%	1.631	57.665%	1.03914	0.81
TCGA_55_6986_01A	4	0.581	5.718	142.95%	1.638	81.9%	1.67893	0.553
TCGA_55_7816_01A	2	0.814	1.553	77.65%	0.826	58.407%	0.65459	0.809
TCGA_55_8087_01A	3	0.779	3.981	132.7%	1.241	71.649%	1.13089	0.789
TCGA_55_8619_01A	1	0.833	1.485	148.5%	0.762	76.2%	1.35666	0.855
TCGA_62_8394_01A	3	0.6	3.86	128.667%	1.385	79.963%	1.76362	0.58
TCGA_62_8397_01A	5	0.601	6.789	135.78%	1.794	80.23%	1.52744	0.567
TCGA_62_8402_01A	2	0.746	1.836	91.8%	0.942	66.609%	1.23121	0.738
TCGA_62_A46U_01A	9	0.942	7.233	80.367%	2.136	39.665%	0.78505	0.941
TCGA_62_A46Y_01A	4	0.895	4.42	110.5%	1.367	55.808%	0.88356	0.898
TCGA_67_6215_01A	1	0.384	1.808	180.8%	0.933	93.3%	2.3452	0.376
TCGA_67_6216_01A	3	0.404	4.953	165.1%	1.585	91.51%	1.90903	0.363
TCGA_71_8520_01A	9	0.908	7.645	84.944%	1.831	47.276%	0.65094	0.906
TCGA_78_7540_01A	1	0.059	1.97	197.0%	1.016	101.6%	4.21283	0.012
TCGA_86_7953_01A	6	0.687	6.336	105.6%	1.796	73.321%	1.43821	0.657
TCGA_86_8075_01A	5	0.758	6.282	125.64%	1.911	72.229%	1.05042	0.763
TCGA_86_8278_01A	2	0.223	3.686	184.3%	1.391	98.359%	2.93852	0.174
TCGA_86_8280_01A	2	0.691	2.794	139.7%	1.084	76.65%	1.58489	0.689
TCGA_86_8668_01A	2	0.285	3.604	180.2%	1.358	96.025%	2.49685	0.244
TCGA_86_8671_01A	2	0.814	1.553	77.65%	0.826	58.407%	0.65459	0.809
TCGA_86_A4P7_01A	6	0.601	7.627	127.117%	1.994	81.405%	1.3099	0.562
TCGA_91_8496_01A	7	0.836	6.762	96.6%	1.68	56.0%	0.86571	0.824
TCGA_97_8177_01A	4	0.698	4.272	106.8%	1.432	71.6%	1.46457	0.68
TCGA_97_8552_01A	98	0.999	8.407	8.579%	3.037	5.238%	0.01794	0.999
TCGA_97_A4M6_01A	3	0.891	2.768	92.267%	1.092	48.836%	1.10381	0.889
TCGA_99_8033_01A	8	0.72	8.714	108.925%	2.419	69.831%	1.06035	0.697
TCGA_J2_8192_01A	4	0.565	5.401	135.025%	1.729	86.45%	1.78262	0.539
