Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_A479_01A	9	0.978	4.402	48.911%	1.351	21.633%	0.45493	0.977
TCGA_49_AARE_01A	14	0.973	8.067	57.621%	1.991	25.286%	0.44734	0.973
TCGA_49_AARN_01A	8	0.898	6.11	76.375%	2.033	47.918%	0.6473	0.895
TCGA_49_AARO_01A	15	0.985	6.887	45.913%	1.702	18.247%	0.38352	0.984
TCGA_49_AARQ_01A	13	0.955	7.683	59.1%	1.944	29.646%	0.57107	0.953
TCGA_4B_A93V_01A	3	0.821	2.221	74.033%	0.994	57.389%	0.94569	0.813
TCGA_55_7913_01B	5	0.921	3.724	74.48%	1.305	39.347%	0.89401	0.918
TCGA_55_8508_01A	7	0.917	5.332	76.171%	1.51	41.88%	0.65715	0.914
TCGA_55_8514_01A	5	0.898	4.801	96.02%	1.385	52.348%	0.68541	0.899
TCGA_69_A59K_01A	9	0.958	5.816	64.622%	1.478	32.253%	0.48782	0.957
TCGA_86_7714_01A	1	0.996	0.562	56.2%	0.289	28.9%	0.32957	0.996
TCGA_99_8025_01A	7	0.897	5.128	73.257%	1.647	45.68%	0.83973	0.891
TCGA_99_8028_01A	7	0.99	4.396	62.8%	1.645	31.658%	0.37822	0.991
TCGA_99_AA5R_01A	2	0.721	1.908	95.4%	0.982	69.438%	1.51032	0.712
TCGA_L9_A5IP_01A	4	0.783	3.23	80.75%	1.272	63.6%	0.73325	0.77
TCGA_L9_A8F4_01A	13	0.974	6.45	49.615%	1.625	24.224%	0.35844	0.973
TCGA_NJ_A4YF_01A	9	0.912	6.987	77.633%	1.694	43.739%	0.59771	0.907
TCGA_S2_AA1A_01A	5	0.881	3.415	68.3%	1.254	47.397%	0.77221	0.875
