Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	132	0.953	61.762	46.789%	10.443	30.504%	0.24237	0.944
TCGA_05_5715_01A	129	0.974	54.652	42.366%	8.922	25.638%	0.21841	0.972
TCGA_38_4628_01A	138	0.814	86.195	62.46%	13.185	58.614%	0.38451	0.674
TCGA_38_6178_01A	61	0.775	50.642	83.02%	7.001	63.645%	0.63798	0.648
TCGA_44_2661_01A	45	0.694	46.455	103.233%	6.557	71.972%	0.88609	0.553
TCGA_44_2665_01A	40	0.685	44.631	111.578%	6.838	72.893%	1.01886	0.589
TCGA_44_3919_01A	48	0.698	47.565	99.094%	6.935	73.927%	0.76622	0.566
TCGA_49_4501_01A	61	0.819	53.789	88.179%	8.549	59.42%	0.65416	0.786
TCGA_49_4512_01A	45	0.74	43.426	96.502%	6.57	67.407%	0.81424	0.648
TCGA_49_AAQV_01A	69	0.855	53.524	77.571%	8.285	51.883%	0.55489	0.816
TCGA_50_6591_01A	57	0.779	48.229	84.612%	6.93	63.0%	0.62853	0.677
TCGA_55_6986_01A	25	0.591	31.638	126.552%	5.306	80.916%	1.14555	0.49
TCGA_55_7816_01A	2	0.247	3.801	190.05%	1.372	97.015%	3.17083	0.209
TCGA_55_8087_01A	32	0.802	32.005	100.016%	5.075	62.469%	0.84224	0.778
TCGA_55_8619_01A	25	0.736	32.164	128.656%	6.124	72.679%	1.19403	0.741
TCGA_62_8394_01A	161	0.856	103.804	64.475%	14.292	52.292%	0.39891	0.767
TCGA_62_8397_01A	30	0.762	29.57	98.567%	4.308	64.946%	0.9268	0.684
TCGA_62_8402_01A	67	0.809	54.323	81.079%	7.844	58.959%	0.61154	0.729
TCGA_62_A46U_01A	52	0.794	47.096	90.569%	6.751	61.121%	0.71728	0.722
TCGA_62_A46Y_01A	39	0.686	41.203	105.649%	6.506	73.198%	0.95506	0.589
TCGA_67_6215_01A	119	0.684	102.873	86.448%	23.719	74.819%	0.60265	0.644
TCGA_67_6216_01A	34	0.751	34.594	101.747%	4.945	66.08%	0.92057	0.667
TCGA_71_8520_01A	95	0.844	71.576	75.343%	9.573	53.599%	0.52719	0.77
TCGA_78_7540_01A	33	0.808	35.714	108.224%	6.221	64.509%	0.85525	0.813
TCGA_86_7953_01A	55	0.709	51.686	93.975%	7.313	71.368%	0.82029	0.552
TCGA_86_8075_01A	48	0.76	49.262	102.629%	7.498	66.274%	0.8203	0.706
TCGA_86_8278_01A	123	0.964	55.44	45.073%	13.581	33.085%	0.22333	0.964
TCGA_86_8280_01A	49	0.726	45.557	92.973%	7.436	68.746%	0.72914	0.632
TCGA_86_8668_01A	41	0.662	47.843	116.69%	6.988	74.919%	1.08173	0.545
TCGA_86_8671_01A	36	0.74	35.537	98.714%	4.945	67.293%	0.91212	0.631
TCGA_86_A4P7_01A	69	0.875	47.174	68.368%	7.233	48.436%	0.46905	0.836
TCGA_91_8496_01A	38	0.689	41.751	109.871%	6.436	72.873%	0.9482	0.597
TCGA_97_8177_01A	42	0.705	43.943	104.626%	6.651	70.9%	0.89723	0.604
TCGA_97_8552_01A	51	0.618	56.263	110.32%	8.1	80.598%	0.99528	0.433
TCGA_97_A4M6_01A	38	0.683	40.285	106.013%	6.3	73.236%	0.95503	0.577
TCGA_99_8033_01A	190	0.732	131.89	69.416%	20.837	70.082%	0.43496	0.493
TCGA_J2_8192_01A	79	0.838	56.806	71.906%	8.047	54.627%	0.5238	0.758
