Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	41	0.689	44.268	107.971%	7.175	73.614%	0.91316	0.619
TCGA_44_A479_01A	346	0.966	115.661	33.428%	15.722	26.109%	0.14484	0.947
TCGA_49_4510_01A	54	0.632	54.071	100.131%	7.454	79.46%	0.89664	0.369
TCGA_49_AARE_01A	1398	0.986	247.441	17.7%	38.218	17.07%	0.03686	0.978
TCGA_49_AARN_01A	920	1.0	22.255	2.419%	3.089	1.989%	0.00077	1.0
TCGA_49_AARO_01A	666	0.988	124.168	18.644%	18.538	15.6%	0.04738	0.983
TCGA_49_AARQ_01A	823	0.986	154.296	18.748%	22.448	16.779%	0.04454	0.976
TCGA_4B_A93V_01A	158	0.934	63.132	39.957%	8.645	35.773%	0.19981	0.88
TCGA_50_8457_01A	65	0.821	46.484	71.514%	6.227	57.083%	0.48087	0.697
TCGA_55_7910_01A	329	0.962	101.857	30.96%	13.699	27.251%	0.1209	0.931
TCGA_55_7913_01B	393	0.969	111.293	28.319%	14.617	24.767%	0.09457	0.942
TCGA_55_8508_01A	206	0.919	89.732	43.559%	12.599	39.605%	0.19136	0.853
TCGA_55_8514_01A	322	0.972	90.335	28.054%	12.684	23.718%	0.09847	0.956
TCGA_69_8253_01A	179	0.903	90.079	50.323%	12.449	43.342%	0.27193	0.833
TCGA_69_A59K_01A	572	0.982	134.138	23.451%	18.607	19.088%	0.06413	0.973
TCGA_86_7714_01A	85	0.831	54.58	64.212%	7.828	55.772%	0.39089	0.707
TCGA_99_8025_01A	555	0.998	41.689	7.512%	6.225	6.881%	0.00883	0.996
TCGA_99_8028_01A	513	0.978	129.742	25.291%	18.154	20.986%	0.07149	0.965
TCGA_99_AA5R_01A	56	0.816	44.117	78.78%	5.821	58.21%	0.64281	0.714
TCGA_L9_A5IP_01A	323	0.983	75.992	23.527%	10.09	19.024%	0.08962	0.972
TCGA_L9_A8F4_01A	915	0.993	111.165	12.149%	15.52	11.498%	0.01924	0.988
TCGA_NJ_A4YF_01A	718	0.984	156.131	21.745%	21.65	18.073%	0.05167	0.974
TCGA_S2_AA1A_01A	140	0.898	77.861	55.615%	11.679	44.591%	0.33293	0.856
