Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	132	0.954	59.647	45.187%	10.858	31.717%	0.25504	0.946
TCGA_05_5715_01A	129	0.986	41.485	32.159%	6.334	18.201%	0.16004	0.984
TCGA_38_4628_01A	138	0.875	74.023	53.64%	10.877	48.354%	0.28475	0.785
TCGA_38_6178_01A	61	0.802	47.61	78.049%	6.569	59.718%	0.60771	0.69
TCGA_44_2661_01A	45	0.71	45.927	102.06%	6.415	70.414%	0.83511	0.58
TCGA_44_2665_01A	40	0.708	44.302	110.755%	6.628	70.655%	0.99535	0.621
TCGA_44_3919_01A	48	0.732	46.281	96.419%	6.449	68.747%	0.75672	0.608
TCGA_49_4501_01A	61	0.879	47.1	77.213%	6.989	48.577%	0.55895	0.852
TCGA_49_4512_01A	45	0.812	38.782	86.182%	5.685	58.327%	0.70106	0.75
TCGA_49_AAQV_01A	69	0.877	49.171	71.262%	7.871	49.29%	0.50434	0.848
TCGA_50_6591_01A	57	0.811	46.535	81.64%	6.455	58.682%	0.59527	0.725
TCGA_55_6986_01A	25	0.608	30.853	123.412%	5.217	79.559%	1.09573	0.51
TCGA_55_7816_01A	2	0.41	3.547	177.35%	1.304	92.207%	2.63785	0.396
TCGA_55_8087_01A	32	0.834	28.917	90.366%	4.586	56.45%	0.79523	0.802
TCGA_55_8619_01A	25	0.806	29.246	116.984%	5.425	64.383%	1.06562	0.803
TCGA_62_8394_01A	161	0.958	60.858	37.8%	7.87	28.795%	0.18676	0.934
TCGA_62_8397_01A	30	0.783	28.265	94.217%	4.127	62.217%	0.86586	0.713
TCGA_62_8402_01A	67	0.843	51.595	77.007%	7.196	54.088%	0.54513	0.781
TCGA_62_A46U_01A	52	0.832	45.803	88.083%	6.134	55.535%	0.69073	0.775
TCGA_62_A46Y_01A	39	0.753	36.648	93.969%	5.858	65.908%	0.88814	0.677
TCGA_67_6215_01A	119	0.996	17.482	14.691%	3.461	10.917%	0.04042	0.996
TCGA_67_6216_01A	34	0.775	32.656	96.047%	4.733	63.247%	0.83061	0.701
TCGA_71_8520_01A	95	0.875	64.097	67.471%	8.654	48.453%	0.46391	0.817
TCGA_78_7540_01A	33	0.869	32.15	97.424%	5.264	54.585%	0.75409	0.863
TCGA_86_7953_01A	55	0.767	46.381	84.329%	6.574	64.156%	0.68963	0.642
TCGA_86_8075_01A	48	0.849	41.914	87.321%	6.168	54.518%	0.6207	0.818
TCGA_86_8278_01A	123	0.978	39.805	32.362%	9.161	22.317%	0.15715	0.977
TCGA_86_8280_01A	49	0.891	36.103	73.68%	5.182	47.908%	0.4988	0.87
TCGA_86_8668_01A	41	0.805	37.752	92.078%	5.534	59.331%	0.79521	0.748
TCGA_86_8671_01A	36	0.752	35.212	97.811%	4.849	65.987%	0.81725	0.649
TCGA_86_A4P7_01A	69	0.891	45.574	66.049%	6.859	45.931%	0.44503	0.86
TCGA_91_8496_01A	38	0.782	35.556	93.568%	5.511	62.4%	0.80989	0.72
TCGA_97_8177_01A	42	0.758	41.909	99.783%	6.146	65.517%	0.82968	0.684
TCGA_97_8552_01A	51	0.828	40.043	78.516%	5.633	56.05%	0.59614	0.755
TCGA_97_A4M6_01A	38	0.685	41.081	108.108%	6.302	73.259%	0.93429	0.585
TCGA_99_8033_01A	190	0.991	26.794	14.102%	4.093	13.766%	0.04554	0.986
TCGA_J2_8192_01A	79	0.857	53.928	68.263%	7.599	51.585%	0.46462	0.788
