Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.213	3.706	185.3%	1.395	98.641%	2.98502	0.162
TCGA_44_A479_01A	14	0.884	11.888	84.914%	2.694	49.185%	0.65327	0.876
TCGA_49_4510_01A	4	0.456	5.652	141.3%	2.188	89.325%	2.10988	0.427
TCGA_49_AARE_01A	63	0.942	32.246	51.184%	6.514	34.671%	0.33694	0.934
TCGA_49_AARN_01A	25	0.935	15.77	63.08%	3.311	38.232%	0.43452	0.929
TCGA_49_AARO_01A	8	0.841	6.897	86.212%	1.718	54.328%	0.69335	0.826
TCGA_49_AARQ_01A	12	0.911	9.405	78.375%	2.095	42.764%	0.63589	0.905
TCGA_4B_A93V_01A	8	0.835	7.138	89.225%	1.957	56.494%	0.64315	0.824
TCGA_50_8457_01A	7	0.719	8.234	117.629%	2.089	69.633%	1.39016	0.695
TCGA_55_7910_01A	9	0.786	8.611	95.678%	2.254	62.515%	0.86682	0.767
TCGA_55_7913_01B	14	0.884	9.993	71.379%	2.395	46.97%	0.60935	0.872
TCGA_55_8508_01A	15	0.941	10.39	69.267%	2.454	36.582%	0.55381	0.938
TCGA_55_8514_01A	15	0.911	10.959	73.06%	2.434	43.716%	0.62931	0.904
TCGA_69_8253_01A	3	0.542	4.162	138.733%	1.456	84.062%	2.48867	0.517
TCGA_69_A59K_01A	19	0.899	13.367	70.353%	2.943	43.872%	0.68508	0.888
TCGA_86_7714_01A	9	0.819	9.264	102.933%	2.406	58.354%	0.90768	0.808
TCGA_99_8025_01A	12	0.913	11.124	92.7%	2.691	46.15%	0.80648	0.911
TCGA_99_8028_01A	12	0.794	11.999	99.992%	2.98	60.829%	0.9052	0.776
TCGA_99_AA5R_01A	2	0.935	2.004	100.2%	0.757	53.528%	0.69873	0.942
TCGA_L9_A5IP_01A	14	0.94	9.208	65.771%	2.092	34.867%	0.52669	0.936
TCGA_L9_A8F4_01A	32	0.89	19.185	59.953%	4.436	46.248%	0.36495	0.872
TCGA_NJ_A4YF_01A	21	0.964	14.25	67.857%	3.976	36.145%	0.43498	0.965
TCGA_S2_AA1A_01A	2	0.279	3.614	180.7%	1.361	96.237%	2.44645	0.237
