Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4628_01A	1	0.999	0.179	17.9%	0.097	9.7%	0.0935	0.999
TCGA_49_AAQV_01A	1	0.65	1.266	126.6%	0.765	76.5%	1.00294	0.645
TCGA_50_6591_01A	2	0.923	1.305	65.25%	0.608	42.992%	0.40514	0.922
TCGA_62_8394_01A	1	0.999	0.179	17.9%	0.097	9.7%	0.0935	0.999
TCGA_62_8397_01A	1	0.981	0.547	54.7%	0.309	30.9%	0.31919	0.981
TCGA_86_7953_01A	1	0.999	0.179	17.9%	0.097	9.7%	0.0935	0.999
TCGA_86_8278_01A	1	0.999	0.179	17.9%	0.097	9.7%	0.0935	0.999
TCGA_86_8280_01A	1	0.519	1.414	141.4%	0.856	85.6%	1.22811	0.51
TCGA_97_8552_01A	1	0.554	1.375	137.5%	0.832	83.2%	1.16255	0.546
TCGA_99_8033_01A	5	0.986	1.132	22.64%	0.568	17.126%	0.1452	0.986
