Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	132	0.958	58.94	44.652%	9.852	28.778%	0.24629	0.951
TCGA_05_5715_01A	129	0.984	44.213	34.274%	6.642	19.087%	0.17809	0.983
TCGA_38_4628_01A	138	0.957	48.706	35.294%	6.576	29.234%	0.14591	0.929
TCGA_38_6178_01A	61	0.808	47.927	78.569%	6.486	58.964%	0.61058	0.699
TCGA_44_2661_01A	45	0.723	44.814	99.587%	6.297	69.119%	0.79789	0.601
TCGA_44_2665_01A	40	0.728	43.611	109.027%	6.439	68.64%	0.9585	0.649
TCGA_44_3919_01A	48	0.753	43.215	90.031%	6.238	66.497%	0.68273	0.642
TCGA_49_4501_01A	61	0.931	38.373	62.907%	5.64	39.201%	0.42101	0.92
TCGA_49_4512_01A	45	0.817	39.241	87.202%	5.659	58.06%	0.66658	0.758
TCGA_49_AAQV_01A	69	0.894	50.108	72.62%	7.575	47.436%	0.51298	0.875
TCGA_50_6591_01A	57	0.837	42.189	74.016%	6.048	54.982%	0.51455	0.765
TCGA_55_6986_01A	25	0.684	28.272	113.088%	4.828	73.626%	0.98769	0.619
TCGA_55_7816_01A	2	0.381	3.565	178.25%	1.314	92.914%	2.70397	0.361
TCGA_55_8087_01A	32	0.848	28.929	90.403%	4.54	55.884%	0.74565	0.829
TCGA_55_8619_01A	25	0.845	28.045	112.18%	4.965	58.924%	0.9631	0.841
TCGA_62_8394_01A	161	0.979	43.872	27.25%	5.683	20.793%	0.11044	0.968
TCGA_62_8397_01A	30	0.787	28.401	94.67%	4.094	61.719%	0.86738	0.718
TCGA_62_8402_01A	67	0.858	50.366	75.173%	6.878	51.698%	0.51804	0.803
TCGA_62_A46U_01A	52	0.854	44.101	84.81%	5.782	52.348%	0.65161	0.806
TCGA_62_A46Y_01A	39	0.75	37.638	96.508%	5.89	66.268%	0.89902	0.674
TCGA_67_6215_01A	119	0.999	9.845	8.273%	1.643	5.183%	0.01725	0.998
TCGA_67_6216_01A	34	0.802	31.337	92.168%	4.493	60.04%	0.80169	0.74
TCGA_71_8520_01A	95	0.871	66.706	70.217%	8.767	49.086%	0.47407	0.812
TCGA_78_7540_01A	33	0.839	32.951	99.852%	5.738	59.5%	0.78433	0.835
TCGA_86_7953_01A	55	0.774	46.435	84.427%	6.496	63.394%	0.67932	0.654
TCGA_86_8075_01A	48	0.857	42.373	88.277%	6.048	53.457%	0.64226	0.829
TCGA_86_8278_01A	123	0.984	35.055	28.5%	8.007	19.506%	0.13281	0.983
TCGA_86_8280_01A	49	0.878	35.703	72.863%	5.3	48.999%	0.52267	0.847
TCGA_86_8668_01A	41	0.832	35.713	87.105%	5.178	55.514%	0.74108	0.784
TCGA_86_8671_01A	36	0.754	34.978	97.161%	4.831	65.742%	0.84492	0.651
TCGA_86_A4P7_01A	69	0.887	46.263	67.048%	6.992	46.822%	0.45483	0.853
TCGA_91_8496_01A	38	0.762	36.626	96.384%	5.733	64.913%	0.86356	0.693
TCGA_97_8177_01A	42	0.777	39.468	93.971%	5.918	63.086%	0.80299	0.707
TCGA_97_8552_01A	51	0.873	34.686	68.012%	4.911	48.866%	0.46034	0.821
TCGA_97_A4M6_01A	38	0.705	39.625	104.276%	6.12	71.144%	0.90883	0.61
TCGA_99_8033_01A	190	0.996	18.594	9.786%	2.861	9.623%	0.02143	0.992
TCGA_J2_8192_01A	79	0.933	36.925	46.741%	5.31	36.047%	0.25264	0.902
