Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4628_01A	1	1.0	0.011	1.1%	0.005	0.5%	0.00543	1.0
TCGA_49_AAQV_01A	1	1.0	0.074	7.4%	0.043	4.3%	0.03794	1.0
TCGA_50_6591_01A	2	0.965	0.699	34.95%	0.401	28.355%	0.21387	0.965
TCGA_62_8394_01A	1	1.0	0.011	1.1%	0.005	0.5%	0.00543	1.0
TCGA_62_8397_01A	1	1.0	0.011	1.1%	0.005	0.5%	0.00527	1.0
TCGA_86_7953_01A	1	1.0	0.011	1.1%	0.005	0.5%	0.00543	1.0
TCGA_86_8278_01A	1	1.0	0.011	1.1%	0.005	0.5%	0.00543	1.0
TCGA_86_8280_01A	1	0.998	0.193	19.3%	0.112	11.2%	0.10145	0.998
TCGA_97_8552_01A	1	0.999	0.134	13.4%	0.079	7.9%	0.06912	0.999
TCGA_99_8033_01A	5	0.981	1.497	29.94%	0.687	20.714%	0.12121	0.981
