Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	132	0.959	57.017	43.195%	9.775	28.553%	0.23232	0.952
TCGA_05_5715_01A	129	0.984	44.317	34.354%	6.633	19.061%	0.17564	0.982
TCGA_38_4628_01A	138	0.903	69.619	50.449%	9.656	42.926%	0.25347	0.835
TCGA_38_6178_01A	61	0.808	47.58	78.0%	6.485	58.955%	0.61029	0.699
TCGA_44_2661_01A	45	0.707	46.744	103.876%	6.449	70.787%	0.83442	0.575
TCGA_44_2665_01A	40	0.694	44.949	112.372%	6.755	72.009%	1.05089	0.6
TCGA_44_3919_01A	48	0.752	42.848	89.267%	6.225	66.359%	0.68052	0.638
TCGA_49_4501_01A	61	0.923	40.902	67.052%	5.787	40.222%	0.45847	0.907
TCGA_49_4512_01A	45	0.811	39.329	87.398%	5.754	59.035%	0.69162	0.752
TCGA_49_AAQV_01A	69	0.884	50.248	72.823%	7.692	48.169%	0.5041	0.859
TCGA_50_6591_01A	57	0.803	46.883	82.251%	6.589	59.9%	0.60617	0.716
TCGA_55_6986_01A	25	0.675	28.811	115.244%	4.908	74.846%	0.97918	0.613
TCGA_55_7816_01A	2	0.367	3.59	179.5%	1.321	93.409%	2.64488	0.345
TCGA_55_8087_01A	32	0.824	30.685	95.891%	4.776	58.788%	0.82434	0.796
TCGA_55_8619_01A	25	0.84	28.558	114.232%	5.082	60.312%	1.01199	0.839
TCGA_62_8394_01A	161	0.975	46.618	28.955%	6.144	22.48%	0.12477	0.962
TCGA_62_8397_01A	30	0.813	27.124	90.413%	3.86	58.192%	0.76827	0.755
TCGA_62_8402_01A	67	0.863	49.075	73.246%	6.764	50.841%	0.51656	0.811
TCGA_62_A46U_01A	52	0.849	43.416	83.492%	5.836	52.837%	0.65338	0.799
TCGA_62_A46Y_01A	39	0.771	36.209	92.844%	5.666	63.747%	0.85532	0.702
TCGA_67_6215_01A	119	0.998	12.307	10.342%	2.185	6.892%	0.02149	0.998
TCGA_67_6216_01A	34	0.802	31.232	91.859%	4.483	59.907%	0.79921	0.739
TCGA_71_8520_01A	95	0.862	67.4	70.947%	9.042	50.625%	0.49297	0.798
TCGA_78_7540_01A	33	0.857	32.395	98.167%	5.395	55.944%	0.77313	0.849
TCGA_86_7953_01A	55	0.739	48.907	88.922%	6.914	67.474%	0.76036	0.594
TCGA_86_8075_01A	48	0.871	40.932	85.275%	5.783	51.115%	0.61554	0.847
TCGA_86_8278_01A	123	0.978	39.469	32.089%	9.179	22.361%	0.15838	0.977
TCGA_86_8280_01A	49	0.894	34.95	71.327%	5.016	46.373%	0.48032	0.869
TCGA_86_8668_01A	41	0.824	36.759	89.656%	5.292	56.736%	0.7743	0.773
TCGA_86_8671_01A	36	0.747	35.54	98.722%	4.882	66.436%	0.84339	0.642
TCGA_86_A4P7_01A	69	0.893	46.547	67.459%	6.864	45.965%	0.43604	0.864
TCGA_91_8496_01A	38	0.773	36.318	95.574%	5.606	63.475%	0.8324	0.709
TCGA_97_8177_01A	42	0.769	41.118	97.9%	6.018	64.152%	0.81833	0.697
TCGA_97_8552_01A	51	0.826	38.575	75.637%	5.674	56.458%	0.56195	0.753
TCGA_97_A4M6_01A	38	0.698	39.557	104.097%	6.192	71.981%	0.87644	0.602
TCGA_99_8033_01A	190	0.995	19.758	10.399%	3.037	10.215%	0.02938	0.992
TCGA_J2_8192_01A	79	0.867	54.184	68.587%	7.35	49.895%	0.47933	0.804
