Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_A479_01A	9	0.982	5.018	55.756%	1.813	29.031%	0.41242	0.983
TCGA_49_AARE_01A	14	0.991	3.633	25.95%	1.05	13.335%	0.17467	0.991
TCGA_49_AARN_01A	8	0.98	4.4	55.0%	1.274	30.028%	0.32678	0.982
TCGA_49_AARO_01A	15	0.994	4.622	30.813%	1.328	14.238%	0.18127	0.994
TCGA_49_AARQ_01A	13	0.979	5.72	44.0%	1.399	21.335%	0.30381	0.978
TCGA_4B_A93V_01A	3	0.863	1.792	59.733%	0.875	50.518%	0.60127	0.857
TCGA_55_7913_01B	5	0.969	2.841	56.82%	1.046	31.538%	0.4102	0.969
TCGA_55_8508_01A	7	0.959	3.669	52.414%	1.141	31.646%	0.35784	0.957
TCGA_55_8514_01A	5	0.989	1.592	31.84%	0.49	18.52%	0.18088	0.989
TCGA_69_A59K_01A	9	0.958	4.803	53.367%	1.421	31.009%	0.44951	0.956
TCGA_86_7714_01A	1	0.994	0.453	45.3%	0.242	24.2%	0.25699	0.994
TCGA_99_8025_01A	7	0.96	3.65	52.143%	1.092	30.287%	0.34822	0.959
TCGA_99_8028_01A	7	0.99	3.394	48.486%	1.115	21.458%	0.29552	0.99
TCGA_99_AA5R_01A	2	0.743	2.15	107.5%	0.962	68.024%	1.17766	0.736
TCGA_L9_A5IP_01A	4	0.869	2.741	68.525%	1.015	50.75%	0.53121	0.862
TCGA_L9_A8F4_01A	13	0.977	6.248	48.062%	1.563	23.3%	0.36849	0.976
TCGA_NJ_A4YF_01A	9	0.941	5.011	55.678%	1.368	35.322%	0.41965	0.938
TCGA_S2_AA1A_01A	5	0.933	2.656	53.12%	0.979	37.003%	0.45624	0.929
