Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	41	0.639	46.341	113.027%	7.543	77.39%	1.007	0.535
TCGA_44_A479_01A	346	0.961	120.628	34.864%	16.866	28.009%	0.15812	0.94
TCGA_49_4510_01A	54	0.619	54.49	100.907%	7.54	80.377%	0.91606	0.336
TCGA_49_AARE_01A	1398	0.987	225.814	16.153%	36.944	16.501%	0.03228	0.98
TCGA_49_AARN_01A	920	1.0	22.462	2.442%	3.178	2.046%	0.0007	1.0
TCGA_49_AARO_01A	666	0.978	164.374	24.681%	25.386	21.362%	0.07317	0.967
TCGA_49_AARQ_01A	823	0.98	180.741	21.961%	26.446	19.767%	0.05697	0.968
TCGA_4B_A93V_01A	158	0.929	65.579	41.506%	8.955	37.056%	0.20955	0.869
TCGA_50_8457_01A	65	0.809	47.493	73.066%	6.418	58.834%	0.50211	0.672
TCGA_55_7910_01A	329	0.961	106.91	32.495%	13.982	27.814%	0.12459	0.928
TCGA_55_7913_01B	393	0.956	132.93	33.824%	17.316	29.341%	0.12371	0.917
TCGA_55_8508_01A	206	0.919	89.131	43.267%	12.616	39.658%	0.18881	0.852
TCGA_55_8514_01A	322	0.937	127.254	39.52%	18.777	35.111%	0.18022	0.897
TCGA_69_8253_01A	179	0.907	88.182	49.264%	12.117	42.186%	0.25724	0.84
TCGA_69_A59K_01A	572	0.982	134.972	23.597%	18.849	19.337%	0.06525	0.973
TCGA_86_7714_01A	85	0.811	56.381	66.331%	8.217	58.544%	0.4113	0.669
TCGA_99_8025_01A	555	0.993	66.928	12.059%	10.568	11.683%	0.02058	0.989
TCGA_99_8028_01A	513	0.983	109.015	21.25%	15.994	18.489%	0.05445	0.973
TCGA_99_AA5R_01A	56	0.81	44.885	80.152%	6.006	60.06%	0.66996	0.71
TCGA_L9_A5IP_01A	323	0.96	109.415	33.875%	14.881	28.057%	0.16391	0.934
TCGA_L9_A8F4_01A	915	0.987	156.057	17.055%	21.665	16.05%	0.03239	0.976
TCGA_NJ_A4YF_01A	718	0.982	163.656	22.793%	22.581	18.85%	0.05571	0.971
TCGA_S2_AA1A_01A	140	0.898	79.848	57.034%	11.755	44.881%	0.34516	0.857
