Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.508	3.146	157.3%	1.224	86.55%	1.78845	0.491
TCGA_44_A479_01A	14	0.917	11.191	79.936%	2.482	45.315%	0.544	0.915
TCGA_49_4510_01A	4	0.508	5.4	135.0%	2.167	88.467%	1.62507	0.486
TCGA_49_AARE_01A	63	0.963	24.922	39.559%	5.203	27.693%	0.23713	0.958
TCGA_49_AARN_01A	25	0.975	10.888	43.552%	2.209	25.507%	0.27766	0.973
TCGA_49_AARO_01A	8	0.875	5.776	72.2%	1.533	48.478%	0.55629	0.864
TCGA_49_AARQ_01A	12	0.934	7.575	63.125%	1.804	36.824%	0.52087	0.93
TCGA_4B_A93V_01A	8	0.892	6.107	76.338%	1.71	49.363%	0.53808	0.888
TCGA_50_8457_01A	7	0.772	7.334	104.771%	2.041	68.033%	0.98285	0.756
TCGA_55_7910_01A	9	0.856	8.653	96.144%	2.015	55.886%	0.7253	0.849
TCGA_55_7913_01B	14	0.914	9.105	65.036%	2.158	42.322%	0.53232	0.907
TCGA_55_8508_01A	15	0.958	8.808	58.72%	1.972	29.397%	0.48095	0.955
TCGA_55_8514_01A	15	0.932	9.295	61.967%	2.093	37.591%	0.51958	0.926
TCGA_69_8253_01A	3	0.572	3.866	128.867%	1.455	84.004%	2.19921	0.551
TCGA_69_A59K_01A	19	0.914	12.033	63.332%	2.717	40.503%	0.59268	0.905
TCGA_86_7714_01A	9	0.865	7.071	78.567%	2.101	50.957%	0.59416	0.856
TCGA_99_8025_01A	12	0.94	9.336	77.8%	2.167	37.164%	0.67433	0.938
TCGA_99_8028_01A	12	0.867	11.129	92.742%	2.626	53.603%	0.70358	0.86
TCGA_99_AA5R_01A	2	0.948	1.756	87.8%	0.676	47.8%	0.6005	0.951
TCGA_L9_A5IP_01A	14	0.932	10.417	74.407%	2.237	37.283%	0.62859	0.928
TCGA_L9_A8F4_01A	32	0.991	6.703	20.947%	1.488	15.513%	0.09849	0.991
TCGA_NJ_A4YF_01A	21	0.985	9.874	47.019%	2.568	23.345%	0.29967	0.985
TCGA_S2_AA1A_01A	2	0.504	3.064	153.2%	1.223	86.479%	2.0905	0.485
