Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_A479_01A	9	0.977	5.234	58.156%	1.576	25.236%	0.48122	0.977
TCGA_49_AARE_01A	14	0.976	8.21	58.643%	2.103	26.708%	0.43084	0.975
TCGA_49_AARN_01A	8	0.904	5.883	73.538%	1.943	45.797%	0.61358	0.9
TCGA_49_AARO_01A	15	0.984	7.012	46.747%	1.785	19.137%	0.39672	0.984
TCGA_49_AARQ_01A	13	0.951	8.146	62.662%	2.028	30.927%	0.61403	0.948
TCGA_4B_A93V_01A	3	0.771	2.861	95.367%	1.114	64.317%	1.19712	0.761
TCGA_55_7913_01B	5	0.924	3.378	67.56%	1.285	38.744%	0.81111	0.922
TCGA_55_8508_01A	7	0.9	5.062	72.314%	1.59	44.099%	0.7506	0.895
TCGA_55_8514_01A	5	0.866	5.35	107.0%	1.527	57.715%	0.81551	0.867
TCGA_69_A59K_01A	9	0.951	5.188	57.644%	1.427	31.14%	0.46866	0.949
TCGA_86_7714_01A	1	0.99	0.708	70.8%	0.366	36.6%	0.43713	0.991
TCGA_99_8025_01A	7	0.903	5.02	71.714%	1.555	43.128%	0.7851	0.898
TCGA_99_8028_01A	7	0.983	4.694	67.057%	1.587	30.542%	0.43309	0.984
TCGA_99_AA5R_01A	2	0.712	1.954	97.7%	1.037	73.327%	1.75823	0.704
TCGA_L9_A5IP_01A	4	0.715	3.878	96.95%	1.484	74.2%	1.0408	0.699
TCGA_L9_A8F4_01A	13	0.976	5.876	45.2%	1.513	22.554%	0.35293	0.975
TCGA_NJ_A4YF_01A	9	0.913	6.686	74.289%	1.688	43.584%	0.59156	0.908
TCGA_S2_AA1A_01A	5	0.871	3.829	76.58%	1.308	49.438%	0.89004	0.865
