Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.154	3.742	187.1%	1.447	102.318%	3.19319	0.105
TCGA_44_A479_01A	14	0.847	12.441	88.864%	2.98	54.407%	0.67898	0.833
TCGA_49_4510_01A	4	0.218	6.849	171.225%	2.478	101.164%	2.78609	0.166
TCGA_49_AARE_01A	63	0.938	31.662	50.257%	6.528	34.745%	0.32722	0.928
TCGA_49_AARN_01A	25	0.935	14.71	58.84%	3.172	36.627%	0.41398	0.929
TCGA_49_AARO_01A	8	0.823	7.319	91.488%	1.812	57.3%	0.69614	0.807
TCGA_49_AARQ_01A	12	0.885	10.711	89.258%	2.412	49.235%	0.69022	0.878
TCGA_4B_A93V_01A	8	0.838	7.264	90.8%	1.963	56.667%	0.63558	0.828
TCGA_50_8457_01A	7	0.362	11.183	159.757%	2.966	98.867%	1.98202	0.297
TCGA_55_7910_01A	9	0.731	8.99	99.889%	2.462	68.284%	0.99571	0.704
TCGA_55_7913_01B	14	0.846	11.461	81.864%	2.727	53.481%	0.68319	0.829
TCGA_55_8508_01A	15	0.877	14.021	93.473%	3.532	52.652%	0.7269	0.873
TCGA_55_8514_01A	15	0.91	10.815	72.1%	2.417	43.411%	0.60131	0.903
TCGA_69_8253_01A	3	0.257	5.208	173.6%	1.732	99.997%	3.06439	0.205
TCGA_69_A59K_01A	19	0.896	14.185	74.658%	2.999	44.706%	0.68424	0.885
TCGA_86_7714_01A	9	0.407	13.749	152.767%	3.895	94.468%	1.58268	0.352
TCGA_99_8025_01A	12	0.888	12.254	102.117%	3.132	53.713%	0.89117	0.889
TCGA_99_8028_01A	12	0.734	13.119	109.325%	3.328	67.933%	1.00085	0.709
TCGA_99_AA5R_01A	2	0.843	2.587	129.35%	0.968	68.448%	1.04123	0.856
TCGA_L9_A5IP_01A	14	0.846	13.785	98.464%	3.332	55.533%	0.78616	0.836
TCGA_L9_A8F4_01A	32	0.788	26.161	81.753%	6.208	64.723%	0.63638	0.755
TCGA_NJ_A4YF_01A	21	0.874	21.425	102.024%	6.327	57.518%	0.75978	0.877
TCGA_S2_AA1A_01A	2	0.189	3.682	184.1%	1.426	100.833%	3.03102	0.144
