Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_A479_01A	9	0.963	7.01	77.889%	2.437	39.023%	0.61991	0.964
TCGA_49_AARE_01A	14	0.966	9.249	66.064%	2.421	30.747%	0.48635	0.966
TCGA_49_AARN_01A	8	0.868	6.053	75.662%	2.108	49.686%	0.65485	0.861
TCGA_49_AARO_01A	15	0.97	10.262	68.413%	3.103	33.268%	0.5065	0.971
TCGA_49_AARQ_01A	13	0.948	8.785	67.577%	2.124	32.391%	0.60318	0.945
TCGA_4B_A93V_01A	3	0.726	3.067	102.233%	1.205	69.571%	1.15872	0.714
TCGA_55_7913_01B	5	0.887	5.054	101.08%	1.647	49.659%	1.12379	0.884
TCGA_55_8508_01A	7	0.883	5.581	79.729%	1.695	47.011%	0.9093	0.876
TCGA_55_8514_01A	5	0.195	8.49	169.8%	3.117	117.812%	1.96114	0.149
TCGA_69_A59K_01A	9	0.942	5.436	60.4%	1.537	33.54%	0.56842	0.939
TCGA_86_7714_01A	1	0.934	1.104	110.4%	0.578	57.8%	0.80265	0.94
TCGA_99_8025_01A	7	0.896	5.115	73.071%	1.605	44.515%	0.87392	0.891
TCGA_99_8028_01A	7	0.975	5.776	82.514%	2.192	42.185%	0.53485	0.978
TCGA_99_AA5R_01A	2	0.695	2.207	110.35%	1.019	72.054%	1.75147	0.686
TCGA_L9_A5IP_01A	4	0.64	4.711	117.775%	1.621	81.05%	1.42223	0.619
TCGA_L9_A8F4_01A	13	0.97	6.628	50.985%	1.653	24.641%	0.42357	0.969
TCGA_NJ_A4YF_01A	9	0.865	7.73	85.889%	2.108	54.428%	0.75484	0.855
TCGA_S2_AA1A_01A	5	0.863	4.01	80.2%	1.343	50.761%	0.90109	0.856
