Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	16	0.993	7.092	44.325%	2.22	19.777%	0.31846	0.993
TCGA_38_4626_01A	3	0.745	3.068	102.267%	1.163	67.146%	1.06406	0.734
TCGA_38_4631_01A	14	0.961	9.408	67.2%	2.398	35.357%	0.60972	0.961
TCGA_38_7271_01A	1	0.054	1.973	197.3%	1.018	101.8%	4.30264	0.003
TCGA_44_2655_01A	2	1.0	0.041	2.05%	0.021	1.05%	0.01034	1.0
TCGA_44_2657_01A	8	0.986	2.444	30.55%	1.372	22.257%	0.39188	0.986
TCGA_44_2659_01A	15	0.971	9.222	61.48%	2.153	27.566%	0.49993	0.971
TCGA_44_3396_01A	1	1.0	0.021	2.1%	0.011	1.1%	0.01034	1.0
TCGA_44_3917_01A	6	0.935	5.201	86.683%	1.375	48.614%	0.61109	0.943
TCGA_44_3918_01A	28	0.995	8.385	29.946%	2.295	11.836%	0.31101	0.995
TCGA_44_4112_01A	1	0.146	1.927	192.7%	0.995	99.5%	3.30627	0.107
TCGA_44_5644_01A	14	0.926	10.369	74.064%	2.091	39.516%	0.68894	0.919
TCGA_44_6145_01A	7	0.996	2.76	39.429%	1.101	21.189%	0.22209	0.996
TCGA_44_6147_01A	2	1.0	0.041	2.05%	0.021	1.05%	0.01034	1.0
TCGA_44_6774_01A	6	0.9	3.754	62.567%	1.404	44.398%	0.89221	0.895
TCGA_44_6776_01A	3	1.0	0.062	2.067%	0.032	1.067%	0.01034	1.0
TCGA_44_6779_01A	2	0.74	1.843	92.15%	0.952	67.317%	1.27028	0.731
TCGA_44_7661_01A	3	0.72	3.205	106.833%	1.207	69.686%	1.43785	0.707
TCGA_44_7667_01A	10	0.881	7.579	75.79%	1.896	47.4%	0.74323	0.87
TCGA_44_7670_01A	15	0.992	5.753	38.353%	1.469	15.571%	0.28692	0.992
TCGA_44_7672_01A	3	0.735	3.658	121.933%	1.226	70.783%	1.50024	0.728
TCGA_44_8117_01A	22	0.985	10.001	45.459%	2.041	19.824%	0.3383	0.984
TCGA_44_A4SU_01A	2	0.99	0.507	25.35%	0.251	17.748%	0.14507	0.99
TCGA_49_4487_01A	6	0.986	3.731	62.183%	1.26	29.698%	0.40186	0.987
TCGA_49_4488_01A	2	0.989	0.51	25.5%	0.257	18.173%	0.14662	0.989
TCGA_49_4505_01A	2	0.749	1.815	90.75%	0.937	66.256%	1.18717	0.741
TCGA_49_4506_01A	5	0.92	3.374	67.48%	1.241	41.367%	0.62602	0.917
TCGA_49_4507_01A	5	0.786	4.581	91.62%	1.387	62.029%	1.01855	0.77
TCGA_49_6744_01A	7	0.948	5.054	72.2%	1.355	37.581%	0.69648	0.947
TCGA_49_6761_01A	2	0.619	2.559	127.95%	1.112	78.63%	1.96289	0.605
TCGA_49_6767_01A	4	0.912	2.202	55.05%	1.005	41.029%	0.97489	0.909
TCGA_50_5051_01A	2	1.0	0.041	2.05%	0.021	1.05%	0.01034	1.0
TCGA_50_5941_01A	7	0.733	8.031	114.729%	2.316	77.2%	1.67155	0.716
TCGA_50_5942_01A	2	0.71	1.979	98.95%	1.112	78.63%	2.07245	0.703
TCGA_50_6590_01A	19	0.979	10.955	57.658%	3.135	27.602%	0.65757	0.978
TCGA_50_6592_01A	6	0.92	4.647	77.45%	1.468	46.422%	0.5759	0.92
TCGA_50_6593_01A	6	0.995	1.056	17.6%	0.503	11.247%	0.10016	0.995
TCGA_53_7624_01A	12	0.925	6.678	55.65%	2.434	40.567%	0.76105	0.922
TCGA_53_7813_01A	3	0.95	1.575	52.5%	0.613	35.392%	0.34824	0.949
TCGA_55_6970_01A	2	0.707	1.978	98.9%	1.019	72.054%	2.15817	0.699
TCGA_55_6979_01A	2	1.0	0.041	2.05%	0.021	1.05%	0.01034	1.0
TCGA_55_6985_01A	10	0.958	6.575	65.75%	1.633	36.515%	0.48075	0.959
TCGA_55_7281_01A	5	0.95	2.489	49.78%	1.034	31.176%	0.7471	0.949
TCGA_55_7573_01A	1	0.998	0.492	49.2%	0.25	25.0%	0.28264	0.999
TCGA_55_7574_01A	4	1.0	0.082	2.05%	0.043	1.075%	0.01034	1.0
TCGA_55_7725_01A	1	0.84	1.308	130.8%	0.691	69.1%	1.06137	0.847
TCGA_55_7728_01A	2	0.967	0.813	40.65%	0.414	29.274%	0.2609	0.966
TCGA_55_7911_01A	4	0.716	4.15	103.75%	1.395	69.75%	1.33854	0.698
TCGA_55_7914_01A	4	0.914	2.345	58.625%	0.996	40.662%	0.72376	0.911
TCGA_55_7995_01A	3	0.975	2.435	81.167%	1.008	45.079%	0.53191	0.98
TCGA_55_8096_01A	7	0.96	5.69	81.286%	2.1	48.177%	0.55408	0.968
TCGA_55_8203_01A	7	0.923	4.512	64.457%	1.389	38.524%	0.70054	0.919
TCGA_55_8208_01A	4	0.95	2.373	59.325%	0.745	37.25%	0.38594	0.949
TCGA_55_8299_01A	5	0.922	2.603	52.06%	1.026	38.779%	0.60672	0.918
TCGA_55_8506_01A	17	0.977	8.935	52.559%	2.027	23.406%	0.44443	0.976
TCGA_55_8510_01A	7	0.951	5.529	78.986%	1.32	44.0%	0.52813	0.958
TCGA_55_8511_01A	10	0.934	6.215	62.15%	1.935	39.498%	0.71463	0.931
TCGA_55_8616_01A	16	0.926	12.828	80.175%	3.58	46.218%	1.071	0.924
TCGA_55_A48X_01A	18	0.971	9.889	54.939%	2.14	24.877%	0.61695	0.969
TCGA_55_A492_01A	3	0.887	3.277	109.233%	1.212	54.202%	1.30354	0.887
TCGA_55_A493_01A	7	0.75	7.189	102.7%	2.025	67.5%	1.61595	0.73
TCGA_55_A494_01A	5	0.788	4.776	95.52%	1.4	62.61%	1.00892	0.773
TCGA_62_A46O_01A	18	0.993	5.544	30.8%	1.455	11.88%	0.31599	0.993
TCGA_62_A46R_01A	1	0.998	0.492	49.2%	0.25	25.0%	0.28264	0.999
TCGA_64_1679_01A	6	0.871	4.193	69.883%	1.398	49.427%	0.88925	0.862
TCGA_64_5781_01A	12	0.963	7.245	60.375%	1.606	34.24%	0.47341	0.965
TCGA_67_3770_01A	3	0.802	1.992	66.4%	1.117	64.49%	1.43864	0.794
TCGA_67_3774_01A	1	1.0	0.021	2.1%	0.011	1.1%	0.01034	1.0
TCGA_67_6217_01A	5	0.971	1.984	39.68%	1.373	33.3%	0.79688	0.97
TCGA_69_7973_01A	7	0.917	4.599	65.7%	1.345	40.553%	0.5663	0.912
TCGA_69_7974_01A	12	0.963	6.255	52.125%	2.039	31.462%	0.80621	0.961
TCGA_69_7979_01A	33	0.992	12.28	37.212%	2.894	15.447%	0.29613	0.992
TCGA_69_7980_01A	22	0.983	10.021	45.55%	2.043	21.072%	0.36467	0.982
TCGA_73_4662_01A	2	1.0	0.041	2.05%	0.021	1.05%	0.01034	1.0
TCGA_73_4666_01A	7	0.959	5.591	79.871%	1.545	39.892%	0.53337	0.962
TCGA_73_4670_01A	5	0.97	1.998	39.96%	1.378	33.421%	1.23724	0.97
TCGA_73_7498_01A	1	0.129	1.935	193.5%	0.999	99.9%	3.4301	0.088
TCGA_78_7145_01A	3	0.896	1.935	64.5%	0.995	44.498%	1.10336	0.893
TCGA_78_7146_01A	5	0.881	3.595	71.9%	1.255	47.435%	0.95434	0.875
TCGA_78_7147_01A	2	0.871	2.49	124.5%	0.931	65.832%	1.03296	0.885
TCGA_78_7153_01A	1	0.82	1.497	149.7%	0.769	76.9%	1.38078	0.843
TCGA_78_7158_01A	4	0.994	2.456	61.4%	1.018	32.192%	0.36703	0.996
TCGA_78_7159_01A	11	0.976	7.826	71.145%	2.184	34.108%	0.54562	0.978
TCGA_78_7161_01A	3	0.894	2.0	66.667%	1.392	62.252%	2.54544	0.893
TCGA_78_7220_01A	10	0.919	8.174	81.74%	1.799	42.403%	0.6806	0.914
TCGA_83_5908_01A	4	0.997	0.551	13.775%	0.259	8.19%	0.07847	0.997
TCGA_86_6851_01A	13	0.989	3.802	29.246%	1.395	14.956%	0.38847	0.988
TCGA_86_8056_01A	1	1.0	0.021	2.1%	0.011	1.1%	0.01034	1.0
TCGA_91_6830_01A	3	0.811	2.455	81.833%	1.017	58.717%	1.09406	0.803
TCGA_91_6836_01A	7	0.973	4.193	59.9%	1.233	28.287%	0.49708	0.973
TCGA_91_6847_01A	2	0.649	3.08	154.0%	1.154	81.6%	1.66498	0.655
TCGA_95_7039_01A	17	0.994	6.801	40.006%	1.758	14.306%	0.29482	0.994
TCGA_95_7043_01A	12	0.937	6.342	52.85%	1.933	35.292%	0.42164	0.933
TCGA_95_7948_01A	1	0.998	0.492	49.2%	0.25	25.0%	0.28264	0.999
TCGA_95_A4VK_01A	7	0.787	6.104	87.2%	1.638	61.911%	0.95901	0.764
TCGA_95_A4VN_01A	15	0.981	4.925	32.833%	2.001	19.344%	0.41854	0.981
TCGA_95_A4VP_01A	2	0.8	2.292	114.6%	0.928	65.62%	1.13509	0.799
TCGA_97_7547_01A	5	0.857	3.751	75.02%	1.379	52.121%	1.1426	0.849
TCGA_97_8175_01A	1	0.102	1.949	194.9%	1.006	100.6%	3.6719	0.057
TCGA_97_A4M0_01A	2	0.99	0.507	25.35%	0.251	17.748%	0.14507	0.99
TCGA_97_A4M3_01A	6	0.941	3.272	54.533%	1.176	33.948%	0.6656	0.938
TCGA_99_7458_01A	7	0.962	3.995	57.071%	2.39	45.996%	1.68614	0.962
TCGA_J2_8194_01A	1	0.061	1.97	197.0%	1.016	101.6%	4.18902	0.011
TCGA_J2_A4AD_01A	10	0.929	6.283	62.83%	1.975	42.107%	0.74897	0.926
TCGA_J2_A4AG_01A	3	0.975	2.435	81.167%	1.008	45.079%	0.53191	0.98
TCGA_L4_A4E5_01A	5	0.983	1.768	35.36%	0.548	20.712%	0.21286	0.982
TCGA_L9_A443_01A	12	0.989	5.361	44.675%	1.37	18.307%	0.33078	0.989
TCGA_L9_A444_01A	18	0.996	4.289	23.828%	1.701	11.265%	0.29932	0.996
TCGA_MP_A4T4_01A	5	0.807	4.911	98.22%	1.562	59.038%	1.16439	0.797
TCGA_MP_A4TF_01A	9	0.898	5.799	64.433%	2.454	49.08%	1.00891	0.894
TCGA_MP_A4TH_01A	1	1.0	0.021	2.1%	0.011	1.1%	0.01034	1.0
TCGA_NJ_A4YQ_01A	17	0.983	9.89	58.176%	2.297	26.177%	0.40967	0.983
TCGA_NJ_A55O_01A	4	0.913	1.946	48.65%	1.003	40.947%	0.85703	0.91
TCGA_O1_A52J_01A	3	0.975	2.435	81.167%	1.008	45.079%	0.53191	0.98
