Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	7	0.366	11.02	157.429%	3.714	95.895%	1.74362	0.325
TCGA_05_5715_01A	9	0.19	14.599	162.211%	3.807	126.9%	1.9761	0.091
TCGA_38_4628_01A	9	0.454	12.831	142.567%	4.012	92.042%	1.2867	0.412
TCGA_38_6178_01A	5	0.425	7.487	149.74%	2.454	92.752%	1.71983	0.385
TCGA_44_2661_01A	4	0.258	6.632	165.8%	2.095	104.75%	2.27985	0.201
TCGA_44_2665_01A	3	0.379	5.039	167.967%	2.074	92.752%	1.85125	0.354
TCGA_44_3919_01A	6	0.419	7.923	132.05%	2.424	98.959%	1.23963	0.363
TCGA_49_4501_01A	5	0.375	7.918	158.36%	2.541	96.041%	1.91564	0.332
TCGA_49_4512_01A	4	0.232	6.958	173.95%	2.5	102.062%	2.04591	0.186
TCGA_49_AAQV_01A	2	0.283	3.47	173.5%	1.382	97.722%	2.59498	0.248
TCGA_50_6591_01A	6	0.617	7.808	130.133%	2.24	79.196%	1.46171	0.588
TCGA_55_6986_01A	4	0.159	7.16	179.0%	2.217	110.85%	2.6623	0.093
TCGA_55_7816_01A	2	0.713	2.663	133.15%	1.05	74.246%	1.36014	0.71
TCGA_55_8087_01A	3	0.164	5.437	181.233%	1.851	106.868%	2.38053	0.109
TCGA_55_8619_01A	1	0.175	1.884	188.4%	0.997	99.7%	2.84546	0.148
TCGA_62_8394_01A	3	0.158	5.454	181.8%	1.855	107.098%	2.78174	0.103
TCGA_62_8397_01A	5	0.172	8.727	174.54%	2.544	113.771%	2.52418	0.099
TCGA_62_8402_01A	2	0.311	3.417	170.85%	1.363	96.379%	2.21199	0.278
TCGA_62_A46U_01A	9	0.884	9.54	106.0%	3.083	57.25%	1.01027	0.887
TCGA_62_A46Y_01A	4	0.25	6.921	173.025%	2.476	101.082%	2.01113	0.206
TCGA_67_6215_01A	1	0.083	1.945	194.5%	1.027	102.7%	3.5957	0.05
TCGA_67_6216_01A	3	0.119	5.592	186.4%	1.892	109.235%	2.86017	0.06
TCGA_71_8520_01A	9	0.786	9.123	101.367%	2.395	61.839%	0.84331	0.769
TCGA_78_7540_01A	1	0.023	1.985	198.5%	1.046	104.6%	4.8767	-0.014
TCGA_86_7953_01A	6	0.597	7.481	124.683%	2.035	83.079%	1.63512	0.558
TCGA_86_8075_01A	5	0.486	6.754	135.08%	2.342	88.519%	1.58481	0.452
TCGA_86_8278_01A	2	0.05	3.906	195.3%	1.531	108.258%	4.12363	-0.001
TCGA_86_8280_01A	2	0.301	3.435	171.75%	1.369	96.803%	2.30991	0.268
TCGA_86_8668_01A	2	0.087	3.838	191.9%	1.509	106.702%	3.44718	0.038
TCGA_86_8671_01A	2	0.713	2.663	133.15%	1.05	74.246%	1.36014	0.71
TCGA_86_A4P7_01A	6	0.16	10.44	174.0%	2.897	118.27%	2.36808	0.078
TCGA_91_8496_01A	7	0.707	7.995	114.214%	2.13	71.0%	1.17885	0.683
TCGA_97_8177_01A	4	0.315	6.329	158.225%	2.021	101.05%	2.13358	0.263
TCGA_97_8552_01A	98	0.9	84.531	86.256%	32.081	55.329%	0.50126	0.904
TCGA_97_A4M6_01A	3	0.337	5.229	174.3%	2.119	94.765%	2.39766	0.308
TCGA_99_8033_01A	8	0.252	12.826	160.325%	3.794	109.523%	2.01986	0.184
TCGA_J2_8192_01A	4	0.249	6.678	166.95%	2.106	105.3%	2.5162	0.192
