Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	7	0.929	6.284	89.771%	1.739	44.901%	0.72308	0.93
TCGA_05_5715_01A	9	0.605	10.723	119.144%	2.465	82.167%	1.154	0.546
TCGA_38_4628_01A	9	0.916	8.147	90.522%	2.09	47.948%	0.68888	0.917
TCGA_38_6178_01A	5	0.882	4.095	81.9%	1.273	48.115%	0.89833	0.877
TCGA_44_2661_01A	4	0.648	5.227	130.675%	1.54	77.0%	1.43698	0.627
TCGA_44_2665_01A	3	0.899	2.148	71.6%	0.987	44.14%	0.99841	0.897
TCGA_44_3919_01A	6	0.836	5.028	83.8%	1.376	56.175%	0.69008	0.824
TCGA_49_4501_01A	5	0.868	5.449	108.98%	1.501	56.732%	0.97047	0.868
TCGA_49_4512_01A	4	0.914	3.92	98.0%	1.226	50.051%	0.75304	0.915
TCGA_49_AAQV_01A	2	0.71	1.963	98.15%	1.027	72.62%	1.87983	0.703
TCGA_50_6591_01A	6	0.823	5.744	95.733%	1.614	57.064%	1.04547	0.812
TCGA_55_6986_01A	4	0.599	5.086	127.15%	1.634	81.7%	1.47598	0.574
TCGA_55_7816_01A	2	0.873	2.163	108.15%	0.847	59.892%	0.87866	0.876
TCGA_55_8087_01A	3	0.706	4.058	135.267%	1.299	74.998%	1.22601	0.702
TCGA_55_8619_01A	1	0.898	1.316	131.6%	0.679	67.9%	1.07271	0.911
TCGA_62_8394_01A	3	0.627	3.651	121.7%	1.36	78.52%	1.64148	0.609
TCGA_62_8397_01A	5	0.57	6.687	133.74%	1.902	85.06%	1.52781	0.536
TCGA_62_8402_01A	2	0.74	2.512	125.6%	1.009	71.347%	1.3239	0.737
TCGA_62_A46U_01A	9	0.949	6.646	73.844%	1.997	37.083%	0.74136	0.949
TCGA_62_A46Y_01A	4	0.89	4.498	112.45%	1.39	56.747%	0.89877	0.894
TCGA_67_6215_01A	1	0.669	1.646	164.6%	0.846	84.6%	1.73148	0.689
TCGA_67_6216_01A	3	0.637	4.246	141.533%	1.37	79.097%	1.44959	0.625
TCGA_71_8520_01A	9	0.921	7.214	80.156%	1.71	44.152%	0.6104	0.919
TCGA_78_7540_01A	1	0.058	1.969	196.9%	1.019	101.9%	4.17295	0.014
TCGA_86_7953_01A	6	0.707	6.02	100.333%	1.766	72.097%	1.31716	0.681
TCGA_86_8075_01A	5	0.697	5.319	106.38%	1.935	73.136%	1.0304	0.683
TCGA_86_8278_01A	2	0.192	3.712	185.6%	1.412	99.843%	2.96422	0.142
TCGA_86_8280_01A	2	0.707	2.58	129.0%	1.041	73.61%	1.5032	0.701
TCGA_86_8668_01A	2	0.323	3.607	180.35%	1.339	94.682%	2.41333	0.287
TCGA_86_8671_01A	2	0.873	2.163	108.15%	0.847	59.892%	0.87866	0.876
TCGA_86_A4P7_01A	6	0.541	8.052	134.2%	2.071	84.548%	1.46472	0.49
TCGA_91_8496_01A	7	0.852	7.218	103.114%	1.723	57.433%	0.79922	0.848
TCGA_97_8177_01A	4	0.717	3.929	98.225%	1.406	70.3%	1.33667	0.7
TCGA_97_8552_01A	98	0.999	10.594	10.81%	3.267	5.634%	0.03808	0.999
TCGA_97_A4M6_01A	3	0.9	2.142	71.4%	0.984	44.006%	0.98096	0.897
TCGA_99_8033_01A	8	0.788	8.995	112.437%	2.259	65.212%	1.01683	0.778
TCGA_J2_8192_01A	4	0.573	5.356	133.9%	1.658	82.9%	1.80431	0.545
