Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	16	0.986	8.009	50.056%	1.94	17.283%	0.43863	0.986
TCGA_38_4626_01A	3	0.607	3.701	123.367%	1.377	79.501%	1.69516	0.586
TCGA_38_4631_01A	14	0.914	11.589	82.779%	2.77	40.841%	0.91214	0.908
TCGA_38_7271_01A	1	0.026	1.986	198.6%	1.028	102.8%	4.97801	-0.025
TCGA_44_2655_01A	2	0.993	1.393	69.65%	0.714	35.7%	0.42799	0.995
TCGA_44_2657_01A	8	0.979	4.78	59.75%	1.489	24.155%	0.5688	0.978
TCGA_44_2659_01A	15	0.94	10.937	72.913%	2.738	35.056%	0.71438	0.938
TCGA_44_3396_01A	1	0.993	0.696	69.6%	0.357	35.7%	0.42799	0.995
TCGA_44_3917_01A	6	0.808	5.905	98.417%	1.668	58.973%	0.957	0.795
TCGA_44_3918_01A	28	0.987	14.069	50.246%	3.226	16.637%	0.46637	0.986
TCGA_44_4112_01A	1	0.04	1.979	197.9%	1.024	102.4%	4.55813	-0.01
TCGA_44_5644_01A	14	0.801	15.2	108.571%	3.64	68.79%	1.18346	0.785
TCGA_44_6145_01A	7	0.964	4.471	63.871%	1.445	27.809%	0.72051	0.963
TCGA_44_6147_01A	2	0.993	1.393	69.65%	0.714	35.7%	0.42799	0.995
TCGA_44_6774_01A	6	0.726	6.907	115.117%	2.177	68.843%	1.57379	0.71
TCGA_44_6776_01A	3	0.993	2.089	69.633%	1.071	35.7%	0.42799	0.995
TCGA_44_6779_01A	2	0.709	1.974	98.7%	1.044	73.822%	2.03716	0.701
TCGA_44_7661_01A	3	0.588	3.898	129.933%	1.693	97.745%	2.44511	0.574
TCGA_44_7667_01A	10	0.749	11.478	114.78%	2.675	66.875%	1.14005	0.724
TCGA_44_7670_01A	15	0.972	10.268	68.453%	2.517	26.68%	0.53485	0.971
TCGA_44_7672_01A	3	0.595	3.822	127.4%	1.473	85.044%	2.07581	0.576
TCGA_44_8117_01A	22	0.97	13.267	60.305%	3.039	29.517%	0.42774	0.969
TCGA_44_A4SU_01A	2	0.776	2.108	105.4%	0.923	65.266%	1.11478	0.771
TCGA_49_4487_01A	6	0.956	4.372	72.867%	1.379	32.503%	0.69148	0.955
TCGA_49_4488_01A	2	0.791	2.07	103.5%	0.902	63.781%	1.04848	0.787
TCGA_49_4505_01A	2	0.707	1.982	99.1%	1.048	74.105%	2.21651	0.699
TCGA_49_4506_01A	5	0.729	5.65	113.0%	2.067	68.9%	1.30168	0.718
TCGA_49_4507_01A	5	0.567	6.577	131.54%	1.869	83.584%	1.63051	0.528
TCGA_49_6744_01A	7	0.869	6.324	90.343%	1.788	49.59%	1.082	0.862
TCGA_49_6761_01A	2	0.16	3.761	188.05%	1.428	100.975%	3.29269	0.103
TCGA_49_6767_01A	4	0.82	3.879	96.975%	1.532	62.544%	1.95514	0.814
TCGA_50_5051_01A	2	0.993	1.393	69.65%	0.714	35.7%	0.42799	0.995
TCGA_50_5941_01A	7	0.679	9.373	133.9%	2.742	91.4%	2.26026	0.661
TCGA_50_5942_01A	2	0.309	3.539	176.95%	1.348	95.318%	3.06101	0.269
TCGA_50_6590_01A	19	0.975	12.141	63.9%	2.876	25.322%	0.68429	0.975
TCGA_50_6592_01A	6	0.625	7.719	128.65%	2.499	79.025%	1.26435	0.604
TCGA_50_6593_01A	6	0.919	5.449	90.817%	2.07	46.287%	0.79392	0.919
TCGA_53_7624_01A	12	0.881	9.803	81.692%	2.838	47.3%	0.993	0.874
TCGA_53_7813_01A	3	0.717	4.033	134.433%	1.289	74.42%	1.20781	0.714
TCGA_55_6970_01A	2	0.25	3.627	181.35%	1.381	97.651%	2.97003	0.203
TCGA_55_6979_01A	2	0.993	1.393	69.65%	0.714	35.7%	0.42799	0.995
TCGA_55_6985_01A	10	0.748	10.438	104.38%	2.974	66.501%	1.10024	0.727
TCGA_55_7281_01A	5	0.906	3.825	76.5%	1.43	43.116%	1.39573	0.903
TCGA_55_7573_01A	1	0.35	1.815	181.5%	0.941	94.1%	2.38259	0.335
TCGA_55_7574_01A	4	0.993	2.785	69.625%	1.428	35.7%	0.42799	0.995
TCGA_55_7725_01A	1	0.202	1.893	189.3%	0.981	98.1%	2.93013	0.171
TCGA_55_7728_01A	2	0.757	2.154	107.7%	0.947	66.963%	1.21071	0.751
TCGA_55_7911_01A	4	0.582	5.166	129.15%	1.636	81.8%	1.8289	0.551
TCGA_55_7914_01A	4	0.847	4.1	102.5%	1.348	55.032%	1.14904	0.842
TCGA_55_7995_01A	3	0.899	1.995	66.5%	0.981	43.872%	1.03477	0.896
TCGA_55_8096_01A	7	0.942	5.365	76.643%	1.531	35.124%	0.72134	0.94
TCGA_55_8203_01A	7	0.889	6.382	91.171%	1.695	47.011%	1.01091	0.884
TCGA_55_8208_01A	4	0.748	4.838	120.95%	1.398	69.9%	1.00303	0.74
TCGA_55_8299_01A	5	0.776	5.396	107.92%	1.7	64.254%	1.42695	0.764
TCGA_55_8506_01A	17	0.965	10.135	59.618%	2.426	28.013%	0.52863	0.963
TCGA_55_8510_01A	7	0.848	6.576	93.943%	1.65	55.0%	0.74595	0.838
TCGA_55_8511_01A	10	0.877	9.155	91.55%	2.385	48.684%	0.98268	0.87
TCGA_55_8616_01A	16	0.916	14.344	89.65%	3.711	47.909%	1.32772	0.912
TCGA_55_A48X_01A	18	0.954	12.368	68.711%	2.72	31.619%	0.82534	0.951
TCGA_55_A492_01A	3	0.191	5.653	188.433%	2.225	99.505%	3.27513	0.141
TCGA_55_A493_01A	7	0.704	8.544	122.057%	2.244	74.8%	2.10106	0.68
TCGA_55_A494_01A	5	0.556	6.654	133.08%	1.89	84.523%	1.65997	0.516
TCGA_62_A46O_01A	18	0.989	7.822	43.456%	1.829	14.934%	0.4123	0.989
TCGA_62_A46R_01A	1	0.35	1.815	181.5%	0.941	94.1%	2.38259	0.335
TCGA_64_1679_01A	6	0.753	6.745	112.417%	1.915	67.705%	1.34476	0.737
TCGA_64_5781_01A	12	0.87	10.644	88.7%	2.412	51.424%	0.73921	0.86
TCGA_67_3770_01A	3	0.639	3.578	119.267%	1.332	76.903%	2.04043	0.621
TCGA_67_3774_01A	1	0.993	0.696	69.6%	0.357	35.7%	0.42799	0.995
TCGA_67_6217_01A	5	0.966	3.402	68.04%	1.274	30.899%	0.80727	0.966
