Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	16	0.991	7.527	47.044%	1.955	17.417%	0.36557	0.991
TCGA_38_4626_01A	3	0.736	3.106	103.533%	1.178	68.012%	1.30303	0.723
TCGA_38_4631_01A	14	0.962	9.161	65.436%	2.055	30.299%	0.63289	0.961
TCGA_38_7271_01A	1	0.053	1.976	197.6%	1.013	101.3%	4.43548	-0.005
TCGA_44_2655_01A	2	1.0	0.201	10.05%	0.103	5.15%	0.05156	1.0
TCGA_44_2657_01A	8	0.987	2.509	31.362%	1.026	16.644%	0.41652	0.987
TCGA_44_2659_01A	15	0.954	8.312	55.413%	2.34	29.961%	0.61151	0.952
TCGA_44_3396_01A	1	1.0	0.1	10.0%	0.051	5.1%	0.05156	1.0
TCGA_44_3917_01A	6	0.869	5.752	95.867%	1.571	55.543%	0.77767	0.867
TCGA_44_3918_01A	28	0.993	10.185	36.375%	2.516	12.975%	0.3795	0.993
TCGA_44_4112_01A	1	0.101	1.955	195.5%	1.002	100.2%	3.80168	0.05
TCGA_44_5644_01A	14	0.871	12.097	86.407%	2.607	49.268%	0.82791	0.857
TCGA_44_6145_01A	7	0.985	4.37	62.429%	1.422	27.366%	0.42657	0.985
TCGA_44_6147_01A	2	1.0	0.201	10.05%	0.103	5.15%	0.05156	1.0
TCGA_44_6774_01A	6	0.893	4.054	67.567%	1.421	44.936%	1.02553	0.888
TCGA_44_6776_01A	3	1.0	0.301	10.033%	0.154	5.133%	0.05156	1.0
TCGA_44_6779_01A	2	0.711	1.929	96.45%	0.995	70.357%	1.60464	0.702
TCGA_44_7661_01A	3	0.597	3.756	125.2%	1.392	80.367%	2.01213	0.576
TCGA_44_7667_01A	10	0.879	7.113	71.13%	1.911	47.775%	0.88128	0.867
TCGA_44_7670_01A	15	0.988	7.494	49.96%	1.877	19.896%	0.35834	0.988
TCGA_44_7672_01A	3	0.62	3.665	122.167%	1.359	78.462%	1.81208	0.6
TCGA_44_8117_01A	22	0.982	10.982	49.918%	2.267	22.019%	0.37811	0.982
TCGA_44_A4SU_01A	2	0.955	1.066	53.3%	0.496	35.072%	0.35553	0.955
TCGA_49_4487_01A	6	0.974	2.273	37.883%	0.98	23.099%	0.48592	0.973
TCGA_49_4488_01A	2	0.937	1.103	55.15%	0.547	38.679%	0.39013	0.936
TCGA_49_4505_01A	2	0.726	1.896	94.8%	0.972	68.731%	1.47895	0.718
TCGA_49_4506_01A	5	0.925	4.83	96.6%	1.488	49.6%	0.81139	0.928
TCGA_49_4507_01A	5	0.718	5.055	101.1%	1.556	69.586%	1.22564	0.695
TCGA_49_6744_01A	7	0.903	5.132	73.314%	1.554	43.1%	0.93692	0.897
TCGA_49_6761_01A	2	0.567	3.146	157.3%	1.196	84.57%	2.21665	0.559
