Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	2	0.491	3.3	165.0%	1.247	88.176%	1.96913	0.476
TCGA_44_A479_01A	14	0.879	12.242	87.443%	2.737	49.971%	0.67261	0.871
TCGA_49_4510_01A	4	0.499	5.436	135.9%	2.165	88.386%	1.6683	0.476
TCGA_49_AARE_01A	63	0.96	23.709	37.633%	5.273	28.065%	0.23861	0.954
TCGA_49_AARN_01A	25	0.962	13.371	53.484%	2.739	31.627%	0.33376	0.96
TCGA_49_AARO_01A	8	0.876	6.394	79.925%	1.603	50.691%	0.58922	0.867
TCGA_49_AARQ_01A	12	0.937	7.622	63.517%	1.747	35.66%	0.51227	0.932
TCGA_4B_A93V_01A	8	0.875	6.808	85.1%	1.843	53.203%	0.6136	0.871
TCGA_50_8457_01A	7	0.779	7.279	103.986%	1.96	65.333%	1.02644	0.763
TCGA_55_7910_01A	9	0.79	8.952	99.467%	2.266	62.848%	0.85228	0.774
TCGA_55_7913_01B	14	0.896	9.369	66.921%	2.289	44.891%	0.59274	0.885
TCGA_55_8508_01A	15	0.943	9.715	64.767%	2.23	33.243%	0.56876	0.94
TCGA_55_8514_01A	15	0.921	10.023	66.82%	2.252	40.447%	0.60079	0.915
TCGA_69_8253_01A	3	0.571	3.859	128.633%	1.443	83.312%	2.18694	0.55
TCGA_69_A59K_01A	19	0.915	12.308	64.779%	2.706	40.339%	0.58019	0.906
TCGA_86_7714_01A	9	0.86	7.232	80.356%	2.11	51.175%	0.64699	0.851
TCGA_99_8025_01A	12	0.944	8.851	73.758%	2.044	35.054%	0.62379	0.941
TCGA_99_8028_01A	12	0.874	10.426	86.883%	2.474	50.5%	0.71605	0.865
TCGA_99_AA5R_01A	2	0.952	1.612	80.6%	0.631	44.618%	0.52924	0.955
TCGA_L9_A5IP_01A	14	0.939	9.34	66.714%	2.085	34.75%	0.56261	0.935
TCGA_L9_A8F4_01A	32	0.972	10.635	33.234%	2.495	26.012%	0.16262	0.969
TCGA_NJ_A4YF_01A	21	0.984	10.35	49.286%	2.688	24.436%	0.2985	0.984
TCGA_S2_AA1A_01A	2	0.331	3.435	171.75%	1.341	94.823%	2.60253	0.299
