Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4628_01A	1	1.0	0.013	1.3%	0.006	0.6%	0.00642	1.0
TCGA_49_AAQV_01A	1	0.997	0.224	22.4%	0.13	13.0%	0.11865	0.997
TCGA_50_6591_01A	2	0.958	0.888	44.4%	0.455	32.173%	0.27569	0.957
TCGA_62_8394_01A	1	1.0	0.013	1.3%	0.006	0.6%	0.00642	1.0
TCGA_62_8397_01A	1	1.0	0.011	1.1%	0.006	0.6%	0.00558	1.0
TCGA_86_7953_01A	1	1.0	0.013	1.3%	0.006	0.6%	0.00642	1.0
TCGA_86_8278_01A	1	1.0	0.013	1.3%	0.006	0.6%	0.00642	1.0
TCGA_86_8280_01A	1	0.998	0.223	22.3%	0.126	12.6%	0.11803	0.998
TCGA_97_8552_01A	1	0.999	0.134	13.4%	0.079	7.9%	0.0691	0.999
TCGA_99_8033_01A	5	0.968	1.581	31.62%	0.903	27.226%	0.08391	0.967
