Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	41	0.727	42.747	104.261%	6.885	70.639%	0.8274	0.687
TCGA_44_A479_01A	346	0.967	109.391	31.616%	15.533	25.795%	0.14302	0.949
TCGA_49_4510_01A	54	0.671	50.643	93.783%	7.066	75.324%	0.80668	0.437
TCGA_49_AARE_01A	1398	0.987	259.453	18.559%	38.331	17.121%	0.03806	0.979
TCGA_49_AARN_01A	920	1.0	21.604	2.348%	3.091	1.99%	0.00068	1.0
TCGA_49_AARO_01A	666	0.989	121.718	18.276%	17.976	15.127%	0.04257	0.983
TCGA_49_AARQ_01A	823	0.98	184.238	22.386%	26.497	19.805%	0.05888	0.967
TCGA_4B_A93V_01A	158	0.937	62.375	39.478%	8.499	35.169%	0.19951	0.885
TCGA_50_8457_01A	65	0.818	46.213	71.097%	6.288	57.642%	0.48501	0.691
TCGA_55_7910_01A	329	0.964	101.76	30.93%	13.319	26.495%	0.11831	0.935
TCGA_55_7913_01B	393	0.972	105.098	26.742%	14.057	23.819%	0.08863	0.947
TCGA_55_8508_01A	206	0.953	70.033	33.997%	9.63	30.272%	0.12742	0.915
TCGA_55_8514_01A	322	0.987	61.573	19.122%	8.612	16.104%	0.05659	0.98
TCGA_69_8253_01A	179	0.946	69.713	38.946%	9.365	32.605%	0.18944	0.908
TCGA_69_A59K_01A	572	0.979	145.364	25.413%	20.266	20.79%	0.07653	0.968
TCGA_86_7714_01A	85	0.846	51.125	60.147%	7.531	53.656%	0.36436	0.742
TCGA_99_8025_01A	555	0.998	34.267	6.174%	4.976	5.501%	0.00584	0.998
TCGA_99_8028_01A	513	0.99	88.647	17.28%	12.347	14.273%	0.04076	0.984
TCGA_99_AA5R_01A	56	0.814	44.384	79.257%	5.884	58.84%	0.65664	0.712
TCGA_L9_A5IP_01A	323	0.981	73.906	22.881%	10.287	19.396%	0.08737	0.969
TCGA_L9_A8F4_01A	915	0.976	211.233	23.086%	29.615	21.939%	0.05387	0.954
TCGA_NJ_A4YF_01A	718	0.992	116.131	16.174%	15.513	12.95%	0.03221	0.987
TCGA_S2_AA1A_01A	140	0.929	70.521	50.372%	9.93	37.913%	0.29154	0.902
