Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	16	0.992	5.551	34.694%	1.442	12.846%	0.32152	0.992
TCGA_38_4626_01A	3	0.778	2.837	94.567%	1.102	63.624%	1.12616	0.768
TCGA_38_4631_01A	14	0.962	8.502	60.729%	1.993	29.385%	0.61512	0.961
TCGA_38_7271_01A	1	0.044	1.977	197.7%	1.022	102.2%	4.47675	-0.006
TCGA_44_2655_01A	2	1.0	0.079	3.95%	0.041	2.05%	0.01985	1.0
TCGA_44_2657_01A	8	0.987	2.125	26.562%	0.981	15.914%	0.35684	0.987
TCGA_44_2659_01A	15	0.958	7.809	52.06%	2.234	28.603%	0.56751	0.956
TCGA_44_3396_01A	1	1.0	0.039	3.9%	0.02	2.0%	0.01985	1.0
TCGA_44_3917_01A	6	0.907	5.757	95.95%	1.516	53.599%	0.70348	0.915
TCGA_44_3918_01A	28	0.995	8.262	29.507%	1.989	10.257%	0.32105	0.995
TCGA_44_4112_01A	1	0.073	1.962	196.2%	1.014	101.4%	3.97136	0.026
TCGA_44_5644_01A	14	0.92	10.262	73.3%	2.142	40.48%	0.69443	0.912
TCGA_44_6145_01A	7	0.992	3.746	53.514%	1.293	24.884%	0.33504	0.993
TCGA_44_6147_01A	2	1.0	0.079	3.95%	0.041	2.05%	0.01985	1.0
TCGA_44_6774_01A	6	0.893	3.822	63.7%	1.486	46.991%	0.97614	0.888
TCGA_44_6776_01A	3	1.0	0.118	3.933%	0.061	2.033%	0.01985	1.0
TCGA_44_6779_01A	2	0.707	1.998	99.9%	1.386	98.005%	3.24536	0.703
TCGA_44_7661_01A	3	0.594	3.848	128.267%	1.701	98.207%	2.17757	0.581
TCGA_44_7667_01A	10	0.864	7.303	73.03%	2.123	53.075%	0.8908	0.853
TCGA_44_7670_01A	15	0.988	7.864	52.427%	2.447	25.938%	0.36142	0.989
TCGA_44_7672_01A	3	0.646	3.484	116.133%	1.323	76.383%	1.59233	0.628
TCGA_44_8117_01A	22	0.983	11.571	52.595%	2.699	26.215%	0.37211	0.983
TCGA_44_A4SU_01A	2	0.967	0.867	43.35%	0.422	29.84%	0.27703	0.967
TCGA_49_4487_01A	6	0.973	2.052	34.2%	0.979	23.075%	0.47803	0.972
TCGA_49_4488_01A	2	0.975	0.746	37.3%	0.373	26.375%	0.23108	0.974
TCGA_49_4505_01A	2	0.716	1.91	95.5%	0.988	69.862%	1.54472	0.707
