Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	132	0.958	58.431	44.266%	10.479	30.609%	0.22785	0.951
TCGA_05_5715_01A	129	0.982	45.066	34.935%	7.064	20.299%	0.17086	0.979
TCGA_38_4628_01A	138	0.871	75.167	54.469%	11.05	49.123%	0.29971	0.777
TCGA_38_6178_01A	61	0.8	47.682	78.167%	6.599	59.991%	0.60411	0.687
TCGA_44_2661_01A	45	0.706	46.478	103.284%	6.457	70.875%	0.8491	0.574
TCGA_44_2665_01A	40	0.682	44.532	111.33%	6.872	73.256%	1.07445	0.585
TCGA_44_3919_01A	48	0.727	46.005	95.844%	6.481	69.088%	0.7271	0.599
TCGA_49_4501_01A	61	0.855	51.375	84.221%	7.553	52.497%	0.61015	0.82
TCGA_49_4512_01A	45	0.763	42.147	93.66%	6.299	64.626%	0.75963	0.681
TCGA_49_AAQV_01A	69	0.869	51.419	74.52%	7.985	50.004%	0.50415	0.836
TCGA_50_6591_01A	57	0.783	48.133	84.444%	6.856	62.327%	0.61631	0.683
TCGA_55_6986_01A	25	0.626	30.182	120.728%	5.132	78.262%	1.05241	0.538
TCGA_55_7816_01A	2	0.245	3.725	186.25%	1.372	97.015%	2.99278	0.201
TCGA_55_8087_01A	32	0.829	29.011	90.659%	4.604	56.671%	0.76469	0.795
TCGA_55_8619_01A	25	0.818	27.708	110.832%	5.216	61.903%	1.00185	0.811
TCGA_62_8394_01A	161	0.887	90.778	56.384%	12.689	46.427%	0.35402	0.818
TCGA_62_8397_01A	30	0.772	28.823	96.077%	4.216	63.559%	0.88624	0.698
TCGA_62_8402_01A	67	0.83	53.085	79.231%	7.435	55.885%	0.55972	0.761
TCGA_62_A46U_01A	52	0.823	44.66	85.885%	6.272	56.784%	0.71339	0.763
TCGA_62_A46Y_01A	39	0.677	41.59	106.641%	6.55	73.693%	0.97167	0.569
TCGA_67_6215_01A	119	0.987	29.787	25.031%	7.356	23.204%	0.0875	0.989
TCGA_67_6216_01A	34	0.772	32.298	94.994%	4.759	63.595%	0.81545	0.697
TCGA_71_8520_01A	95	0.842	71.33	75.084%	9.636	53.951%	0.52769	0.767
TCGA_78_7540_01A	33	0.879	30.073	91.13%	4.984	51.682%	0.71083	0.871
TCGA_86_7953_01A	55	0.742	49.447	89.904%	6.883	67.171%	0.73954	0.599
TCGA_86_8075_01A	48	0.832	42.517	88.577%	6.535	57.762%	0.65497	0.803
TCGA_86_8278_01A	123	0.974	44.57	36.236%	10.37	25.263%	0.17803	0.972
TCGA_86_8280_01A	49	0.86	39.343	80.292%	5.8	53.621%	0.54576	0.834
TCGA_86_8668_01A	41	0.713	44.93	109.585%	6.546	70.18%	0.97934	0.62
TCGA_86_8671_01A	36	0.751	34.401	95.558%	4.867	66.231%	0.80123	0.649
TCGA_86_A4P7_01A	69	0.905	44.342	64.264%	6.496	43.5%	0.41627	0.879
TCGA_91_8496_01A	38	0.753	37.753	99.35%	5.873	66.499%	0.85875	0.687
TCGA_97_8177_01A	42	0.74	43.636	103.895%	6.332	67.499%	0.86884	0.658
TCGA_97_8552_01A	51	0.758	47.286	92.718%	6.562	65.294%	0.73637	0.647
TCGA_97_A4M6_01A	38	0.686	41.005	107.908%	6.289	73.108%	0.92176	0.587
TCGA_99_8033_01A	190	0.978	41.021	21.59%	6.365	21.408%	0.07267	0.964
TCGA_J2_8192_01A	79	0.847	54.802	69.37%	7.832	53.167%	0.47078	0.773
