Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_05_4402_01A	7	0.954	3.556	50.8%	1.16	29.951%	0.42296	0.953
TCGA_05_5715_01A	9	0.753	7.919	87.989%	2.006	66.867%	0.79735	0.719
TCGA_38_4628_01A	9	0.958	5.908	65.644%	1.528	35.055%	0.45437	0.958
TCGA_38_6178_01A	5	0.899	3.269	65.38%	1.19	44.978%	0.68995	0.894
TCGA_44_2661_01A	4	0.573	5.269	131.725%	1.772	88.6%	1.57284	0.55
TCGA_44_2665_01A	3	0.969	1.902	63.4%	0.723	32.334%	0.42719	0.969
TCGA_44_3919_01A	6	0.893	4.721	78.683%	1.22	49.806%	0.60705	0.89
TCGA_49_4501_01A	5	0.905	3.547	70.94%	1.155	43.655%	0.61947	0.901
TCGA_49_4512_01A	4	0.949	3.811	95.275%	1.182	48.255%	0.66378	0.954
TCGA_49_AAQV_01A	2	0.71	1.981	99.05%	1.174	83.014%	2.0764	0.704
TCGA_50_6591_01A	6	0.864	5.617	93.617%	1.612	56.993%	0.79846	0.864
TCGA_55_6986_01A	4	0.661	5.097	127.425%	1.517	75.85%	1.38917	0.641
TCGA_55_7816_01A	2	0.936	1.518	75.9%	0.63	44.548%	0.52427	0.937
TCGA_55_8087_01A	3	0.816	3.105	103.5%	1.074	62.007%	0.87718	0.812
TCGA_55_8619_01A	1	0.99	0.801	80.1%	0.41	41.0%	0.5117	0.992
TCGA_62_8394_01A	3	0.629	3.622	120.733%	1.553	89.662%	1.43944	0.617
TCGA_62_8397_01A	5	0.799	4.516	90.32%	1.364	61.0%	0.89074	0.785
TCGA_62_8402_01A	2	0.88	1.684	84.2%	0.742	52.467%	0.67247	0.879
TCGA_62_A46U_01A	9	0.97	3.898	43.311%	1.317	24.456%	0.44936	0.969
TCGA_62_A46Y_01A	4	0.927	3.212	80.3%	1.111	45.356%	0.64502	0.928
TCGA_67_6215_01A	1	0.318	1.779	177.9%	0.949	94.9%	2.20172	0.3
TCGA_67_6216_01A	3	0.738	3.175	105.833%	1.181	68.185%	1.08179	0.727
TCGA_71_8520_01A	9	0.944	5.743	63.811%	1.463	37.774%	0.47592	0.943
TCGA_78_7540_01A	1	0.123	1.915	191.5%	1.017	101.7%	3.15578	0.094
TCGA_86_7953_01A	6	0.71	5.798	96.633%	1.801	73.526%	1.01774	0.686
TCGA_86_8075_01A	5	0.834	4.943	98.86%	1.658	62.667%	0.75722	0.835
TCGA_86_8278_01A	2	0.447	3.128	156.4%	1.267	89.59%	1.95588	0.424
TCGA_86_8280_01A	2	0.801	1.978	98.9%	0.88	62.225%	0.92029	0.797
TCGA_86_8668_01A	2	0.813	2.292	114.6%	0.918	64.912%	1.05487	0.813
TCGA_86_8671_01A	2	0.936	1.518	75.9%	0.63	44.548%	0.52427	0.937
TCGA_86_A4P7_01A	6	0.651	6.865	114.417%	1.912	78.057%	1.21048	0.619
TCGA_91_8496_01A	7	0.887	6.653	95.043%	1.577	52.567%	0.71665	0.886
TCGA_97_8177_01A	4	0.704	3.875	96.875%	1.571	78.55%	1.13118	0.69
TCGA_97_8552_01A	98	0.993	24.955	25.464%	6.876	11.859%	0.17942	0.993
TCGA_97_A4M6_01A	3	0.9	1.921	64.033%	1.062	47.494%	0.94537	0.898
TCGA_99_8033_01A	8	0.817	6.438	80.475%	2.003	57.822%	0.78189	0.803
TCGA_J2_8192_01A	4	0.813	3.41	85.25%	1.185	59.25%	0.87194	0.803
