Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	16	0.99	7.562	47.262%	1.929	17.185%	0.36564	0.99
TCGA_38_4626_01A	3	0.755	2.971	99.033%	1.144	66.049%	1.31803	0.744
TCGA_38_4631_01A	14	0.961	9.064	64.743%	2.077	30.624%	0.62361	0.96
TCGA_38_7271_01A	1	0.051	1.975	197.5%	1.018	101.8%	4.36691	-0.001
TCGA_44_2655_01A	2	1.0	0.124	6.2%	0.064	3.2%	0.03149	1.0
TCGA_44_2657_01A	8	0.987	2.253	28.162%	0.994	16.125%	0.36431	0.987
TCGA_44_2659_01A	15	0.954	9.011	60.073%	2.35	30.089%	0.61722	0.952
TCGA_44_3396_01A	1	1.0	0.062	6.2%	0.032	3.2%	0.03149	1.0
TCGA_44_3917_01A	6	0.899	6.146	102.433%	1.564	55.296%	0.76092	0.907
TCGA_44_3918_01A	28	0.994	9.326	33.307%	2.17	11.191%	0.33964	0.994
TCGA_44_4112_01A	1	0.065	1.967	196.7%	1.015	101.5%	4.11641	0.016
TCGA_44_5644_01A	14	0.91	10.072	71.943%	2.206	41.689%	0.73409	0.9
TCGA_44_6145_01A	7	0.987	4.129	58.986%	1.379	26.539%	0.39998	0.987
TCGA_44_6147_01A	2	1.0	0.124	6.2%	0.064	3.2%	0.03149	1.0
TCGA_44_6774_01A	6	0.896	3.83	63.833%	1.412	44.651%	0.99987	0.891
TCGA_44_6776_01A	3	1.0	0.186	6.2%	0.096	3.2%	0.03149	1.0
TCGA_44_6779_01A	2	0.717	1.918	95.9%	0.985	69.65%	1.54002	0.708
TCGA_44_7661_01A	3	0.633	3.55	118.333%	1.342	77.48%	1.69672	0.613
TCGA_44_7667_01A	10	0.885	6.964	69.64%	1.901	47.525%	0.80805	0.875
TCGA_44_7670_01A	15	0.991	6.721	44.807%	1.733	18.37%	0.31814	0.991
TCGA_44_7672_01A	3	0.614	3.544	118.133%	1.372	79.212%	1.56306	0.593
TCGA_44_8117_01A	22	0.983	10.394	47.245%	2.217	21.533%	0.36551	0.982
TCGA_44_A4SU_01A	2	0.969	0.882	44.1%	0.421	29.769%	0.28002	0.968
TCGA_49_4487_01A	6	0.971	2.772	46.2%	1.02	24.042%	0.45522	0.971
TCGA_49_4488_01A	2	0.96	0.929	46.45%	0.457	32.315%	0.30497	0.959
TCGA_49_4505_01A	2	0.718	1.917	95.85%	0.985	69.65%	1.53482	0.709
TCGA_49_4506_01A	5	0.929	3.136	62.72%	1.166	38.867%	0.69644	0.926
TCGA_49_4507_01A	5	0.732	5.212	104.24%	1.528	68.334%	1.21018	0.71
TCGA_49_6744_01A	7	0.911	5.089	72.7%	1.487	41.242%	0.84625	0.906
TCGA_49_6761_01A	2	0.615	2.989	149.45%	1.152	81.459%	2.10908	0.608
TCGA_49_6767_01A	4	0.868	3.254	81.35%	1.22	49.806%	1.32866	0.863
TCGA_50_5051_01A	2	1.0	0.124	6.2%	0.064	3.2%	0.03149	1.0
TCGA_50_5941_01A	7	0.746	7.33	104.714%	2.016	67.2%	1.53919	0.724
TCGA_50_5942_01A	2	0.706	1.974	98.7%	1.009	71.347%	2.11479	0.697
TCGA_50_6590_01A	19	0.979	11.067	58.247%	3.539	31.159%	0.67537	0.979
TCGA_50_6592_01A	6	0.875	6.939	115.65%	1.909	60.368%	0.96069	0.885
TCGA_50_6593_01A	6	0.994	2.645	44.083%	1.14	25.491%	0.25316	0.995
TCGA_53_7624_01A	12	0.924	8.421	70.175%	2.448	40.8%	0.75943	0.921
TCGA_53_7813_01A	3	0.867	2.41	80.333%	0.915	52.828%	0.67394	0.863
TCGA_55_6970_01A	2	0.7	2.146	107.3%	1.011	71.488%	2.18868	0.691
TCGA_55_6979_01A	2	1.0	0.124	6.2%	0.064	3.2%	0.03149	1.0
TCGA_55_6985_01A	10	0.892	9.313	93.13%	2.28	50.982%	0.73763	0.89
TCGA_55_7281_01A	5	0.92	3.4	68.0%	1.303	39.287%	0.97629	0.917
TCGA_55_7573_01A	1	0.991	0.823	82.3%	0.419	41.9%	0.53053	0.994
TCGA_55_7574_01A	4	1.0	0.248	6.2%	0.129	3.225%	0.03149	1.0
TCGA_55_7725_01A	1	0.817	1.526	152.6%	0.781	78.1%	1.43865	0.844
TCGA_55_7728_01A	2	0.934	1.11	55.5%	0.553	39.103%	0.39782	0.933
TCGA_55_7911_01A	4	0.703	3.82	95.5%	1.553	77.65%	1.31552	0.687
TCGA_55_7914_01A	4	0.916	2.017	50.425%	0.981	40.049%	0.72358	0.913
TCGA_55_7995_01A	3	0.916	1.751	58.367%	0.896	40.07%	0.66757	0.914
TCGA_55_8096_01A	7	0.978	5.01	71.571%	1.43	32.806%	0.48005	0.979
TCGA_55_8203_01A	7	0.926	3.81	54.429%	1.363	37.803%	0.69275	0.922
TCGA_55_8208_01A	4	0.873	3.393	84.825%	1.061	53.05%	0.67176	0.869
TCGA_55_8299_01A	5	0.872	3.936	78.72%	1.303	49.249%	0.96656	0.865
TCGA_55_8506_01A	17	0.977	9.904	58.259%	2.152	24.849%	0.48335	0.976
TCGA_55_8510_01A	7	0.878	6.655	95.071%	1.651	55.033%	0.73053	0.879
TCGA_55_8511_01A	10	0.941	5.741	57.41%	1.658	33.844%	0.72973	0.938
TCGA_55_8616_01A	16	0.925	13.265	82.906%	4.115	53.124%	1.21758	0.923
TCGA_55_A48X_01A	18	0.967	9.875	54.861%	2.176	25.295%	0.67849	0.966
TCGA_55_A492_01A	3	0.669	4.857	161.9%	1.821	81.438%	2.18123	0.681
TCGA_55_A493_01A	7	0.751	7.726	110.371%	2.32	77.333%	1.93315	0.735
TCGA_55_A494_01A	5	0.695	5.176	103.52%	1.612	72.091%	1.2345	0.67
TCGA_62_A46O_01A	18	0.992	7.613	42.294%	1.912	15.611%	0.36833	0.992
TCGA_62_A46R_01A	1	0.991	0.823	82.3%	0.419	41.9%	0.53053	0.994
TCGA_64_1679_01A	6	0.839	5.03	83.833%	1.54	54.447%	1.09625	0.828
TCGA_64_5781_01A	12	0.935	8.557	71.308%	1.866	39.783%	0.59217	0.932
TCGA_67_3770_01A	3	0.815	2.018	67.267%	1.01	58.312%	1.28967	0.807
TCGA_67_3774_01A	1	1.0	0.062	6.2%	0.032	3.2%	0.03149	1.0
TCGA_67_6217_01A	5	0.971	1.954	39.08%	1.292	31.336%	0.60127	0.971
TCGA_69_7973_01A	7	0.899	5.209	74.414%	1.472	44.382%	0.69954	0.892
TCGA_69_7974_01A	12	0.963	6.069	50.575%	1.752	27.034%	0.77884	0.961
TCGA_69_7979_01A	33	0.99	13.103	39.706%	2.913	15.548%	0.33339	0.989
TCGA_69_7980_01A	22	0.976	10.583	48.105%	2.213	22.825%	0.38756	0.974
TCGA_73_4662_01A	2	1.0	0.124	6.2%	0.064	3.2%	0.03149	1.0
TCGA_73_4666_01A	7	0.88	7.384	105.486%	2.061	53.215%	0.98328	0.878
TCGA_73_4670_01A	5	0.97	1.991	39.82%	1.306	31.675%	0.91773	0.97
TCGA_73_7498_01A	1	0.07	1.962	196.2%	1.018	101.8%	3.9527	0.026
TCGA_78_7145_01A	3	0.895	1.998	66.6%	1.35	60.374%	2.12373	0.893
TCGA_78_7146_01A	5	0.832	5.976	119.52%	1.673	63.233%	1.21916	0.835
TCGA_78_7147_01A	2	0.739	1.841	92.05%	0.953	67.387%	1.21709	0.731
TCGA_78_7153_01A	1	0.304	1.824	182.4%	0.953	95.3%	2.42773	0.284
TCGA_78_7158_01A	4	0.957	3.383	84.575%	1.296	40.983%	0.61646	0.959
TCGA_78_7159_01A	11	0.971	6.03	54.818%	1.54	24.051%	0.52692	0.97
TCGA_78_7161_01A	3	0.895	1.997	66.567%	1.349	60.329%	1.89245	0.893
TCGA_78_7220_01A	10	0.825	8.939	89.39%	2.399	56.545%	0.98164	0.81
TCGA_83_5908_01A	4	0.99	1.049	26.225%	0.464	14.673%	0.1671	0.99
TCGA_86_6851_01A	13	0.989	4.505	34.654%	1.418	15.203%	0.47563	0.988
TCGA_86_8056_01A	1	1.0	0.062	6.2%	0.032	3.2%	0.03149	1.0
TCGA_91_6830_01A	3	0.686	3.293	109.767%	1.261	72.804%	1.24257	0.67
TCGA_91_6836_01A	7	0.949	3.943	56.329%	1.614	37.028%	0.7351	0.947
TCGA_91_6847_01A	2	0.45	3.362	168.1%	1.27	89.803%	1.85896	0.429
TCGA_95_7039_01A	17	0.993	5.738	33.753%	1.535	12.492%	0.28787	0.992
