Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_44_5645_01A	41	0.69	43.779	106.778%	7.168	73.542%	0.91832	0.621
TCGA_44_A479_01A	346	0.965	117.106	33.846%	15.963	26.509%	0.15241	0.946
TCGA_49_4510_01A	54	0.619	54.854	101.581%	7.572	80.718%	0.92192	0.342
TCGA_49_AARE_01A	1398	0.986	248.31	17.762%	38.226	17.074%	0.03548	0.978
TCGA_49_AARN_01A	920	1.0	22.303	2.424%	3.21	2.067%	0.00074	1.0
TCGA_49_AARO_01A	666	0.981	151.115	22.69%	23.238	19.555%	0.06185	0.973
TCGA_49_AARQ_01A	823	0.98	183.509	22.298%	26.74	19.987%	0.05928	0.967
TCGA_4B_A93V_01A	158	0.925	67.507	42.726%	9.198	38.062%	0.21787	0.86
TCGA_50_8457_01A	65	0.815	47.099	72.46%	6.325	57.981%	0.48982	0.684
TCGA_55_7910_01A	329	0.965	101.195	30.758%	13.258	26.374%	0.11551	0.935
TCGA_55_7913_01B	393	0.961	126.055	32.075%	16.387	27.767%	0.11588	0.926
TCGA_55_8508_01A	206	0.929	82.985	40.284%	11.843	37.228%	0.17163	0.872
TCGA_55_8514_01A	322	0.943	122.536	38.055%	17.827	33.335%	0.17089	0.908
TCGA_69_8253_01A	179	0.913	84.191	47.034%	11.818	41.145%	0.2483	0.85
TCGA_69_A59K_01A	572	0.974	160.632	28.083%	22.681	23.268%	0.08166	0.961
TCGA_86_7714_01A	85	0.815	56.617	66.608%	8.138	57.981%	0.40423	0.675
TCGA_99_8025_01A	555	0.997	51.613	9.3%	7.516	8.309%	0.01364	0.994
TCGA_99_8028_01A	513	0.98	120.196	23.43%	17.161	19.838%	0.06227	0.969
TCGA_99_AA5R_01A	56	0.812	44.816	80.029%	5.971	59.71%	0.66078	0.712
TCGA_L9_A5IP_01A	323	0.969	97.984	30.336%	13.168	24.828%	0.12445	0.948
TCGA_L9_A8F4_01A	915	0.995	98.377	10.752%	13.891	10.291%	0.01624	0.99
TCGA_NJ_A4YF_01A	718	0.989	131.686	18.341%	18.17	15.168%	0.03956	0.982
TCGA_S2_AA1A_01A	140	0.888	80.928	57.806%	12.218	46.649%	0.36425	0.841
