Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	16	0.986	7.802	48.762%	1.884	16.784%	0.43904	0.986
TCGA_38_4626_01A	3	0.626	3.631	121.033%	1.351	78.0%	1.62116	0.606
TCGA_38_4631_01A	14	0.941	10.673	76.236%	2.356	34.737%	0.74592	0.938
TCGA_38_7271_01A	1	0.044	1.979	197.9%	1.018	101.8%	4.5344	-0.01
TCGA_44_2655_01A	2	0.998	0.819	40.95%	0.42	21.0%	0.22909	0.999
TCGA_44_2657_01A	8	0.981	3.862	48.275%	1.263	20.489%	0.49858	0.98
TCGA_44_2659_01A	15	0.944	10.159	67.727%	2.593	33.2%	0.67852	0.941
TCGA_44_3396_01A	1	0.998	0.409	40.9%	0.21	21.0%	0.22909	0.999
TCGA_44_3917_01A	6	0.808	6.065	101.083%	1.676	59.256%	0.95772	0.794
TCGA_44_3918_01A	28	0.987	13.162	47.007%	3.283	16.931%	0.43286	0.987
TCGA_44_4112_01A	1	0.045	1.974	197.4%	1.027	102.7%	4.35433	0.0
TCGA_44_5644_01A	14	0.822	14.072	100.514%	3.158	59.681%	1.03797	0.804
TCGA_44_6145_01A	7	0.966	3.859	55.129%	1.349	25.962%	0.67047	0.965
TCGA_44_6147_01A	2	0.998	0.819	40.95%	0.42	21.0%	0.22909	0.999
TCGA_44_6774_01A	6	0.716	7.096	118.267%	2.211	69.918%	1.62033	0.7
TCGA_44_6776_01A	3	0.998	1.228	40.933%	0.63	21.0%	0.22909	0.999
TCGA_44_6779_01A	2	0.703	2.16	108.0%	1.008	71.276%	1.787	0.694
TCGA_44_7661_01A	3	0.588	3.886	129.533%	1.562	90.182%	2.34498	0.571
TCGA_44_7667_01A	10	0.834	9.236	92.36%	2.22	55.5%	0.98532	0.818
TCGA_44_7670_01A	15	0.972	10.363	69.087%	2.572	27.263%	0.52202	0.972
TCGA_44_7672_01A	3	0.608	3.7	123.333%	1.376	79.443%	1.78777	0.587
TCGA_44_8117_01A	22	0.977	12.018	54.627%	2.529	24.564%	0.40099	0.976
TCGA_44_A4SU_01A	2	0.842	1.834	91.7%	0.813	57.488%	0.81094	0.839
TCGA_49_4487_01A	6	0.963	4.188	69.8%	1.344	31.678%	0.62187	0.963
TCGA_49_4488_01A	2	0.786	1.977	98.85%	0.897	63.427%	0.99629	0.78
TCGA_49_4505_01A	2	0.709	1.988	99.4%	1.16	82.024%	2.32939	0.702
TCGA_49_4506_01A	5	0.799	6.311	126.22%	2.019	67.3%	1.15355	0.8
TCGA_49_4507_01A	5	0.635	5.652	113.04%	1.731	77.413%	1.51047	0.603
TCGA_49_6744_01A	7	0.879	5.915	84.5%	1.747	48.453%	1.06482	0.873
TCGA_49_6761_01A	2	0.24	3.672	183.6%	1.38	97.581%	2.92223	0.189
TCGA_49_6767_01A	4	0.823	3.836	95.9%	1.476	60.257%	1.86103	0.816
TCGA_50_5051_01A	2	0.998	0.819	40.95%	0.42	21.0%	0.22909	0.999
TCGA_50_5941_01A	7	0.686	9.221	131.729%	2.647	88.233%	2.1612	0.667
TCGA_50_5942_01A	2	0.347	3.44	172.0%	1.328	93.904%	2.92674	0.313
TCGA_50_6590_01A	19	0.977	11.817	62.195%	2.765	24.344%	0.68718	0.976
TCGA_50_6592_01A	6	0.606	8.652	144.2%	2.572	81.334%	1.33597	0.588
TCGA_50_6593_01A	6	0.951	5.501	91.683%	2.059	46.041%	0.651	0.954
TCGA_53_7624_01A	12	0.899	9.881	82.342%	2.661	44.35%	0.93988	0.894
TCGA_53_7813_01A	3	0.711	3.38	112.667%	1.229	70.956%	1.18864	0.698
TCGA_55_6970_01A	2	0.42	3.426	171.3%	1.288	91.075%	2.78212	0.395
TCGA_55_6979_01A	2	0.998	0.819	40.95%	0.42	21.0%	0.22909	0.999
TCGA_55_6985_01A	10	0.79	9.471	94.71%	2.743	61.335%	0.98385	0.773
TCGA_55_7281_01A	5	0.906	3.846	76.92%	1.436	43.297%	1.46291	0.903
TCGA_55_7573_01A	1	0.731	1.583	158.3%	0.815	81.5%	1.56763	0.753
TCGA_55_7574_01A	4	0.998	1.638	40.95%	0.84	21.0%	0.22909	0.999
TCGA_55_7725_01A	1	0.298	1.856	185.6%	0.956	95.6%	2.63031	0.279
TCGA_55_7728_01A	2	0.793	1.926	96.3%	0.884	62.508%	1.01262	0.787
TCGA_55_7911_01A	4	0.661	4.549	113.725%	1.5	75.0%	1.59425	0.638
TCGA_55_7914_01A	4	0.881	3.552	88.8%	1.208	49.316%	0.98681	0.877
TCGA_55_7995_01A	3	0.896	2.519	83.967%	1.036	46.331%	1.07163	0.894
TCGA_55_8096_01A	7	0.941	5.691	81.3%	1.59	36.477%	0.74048	0.939
TCGA_55_8203_01A	7	0.913	5.413	77.329%	1.527	42.351%	0.87774	0.909
TCGA_55_8208_01A	4	0.739	4.302	107.55%	1.367	68.35%	1.006	0.723
TCGA_55_8299_01A	5	0.783	5.416	108.32%	1.648	62.289%	1.31829	0.771
TCGA_55_8506_01A	17	0.967	10.29	60.529%	2.393	27.632%	0.52882	0.965
